estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
OpenAIAPI:gpt-4o-2024-08-06,True,طبعاً، خود وقتك.,['طبعاً، خذ وقتك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00b50>,50.000000000000014,57.55215926689217,0.010252392281880629,0.051210787147283554,0.20019985735416412,0.3136524863075465,0.06279318301754973,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nSure, take your time.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,كم شنتاية فيني طلع عالطيارة؟,['كم شنطة فيني جيب معي عالطيارة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00a30>,26.20251007173262,44.54020675164798,0.9006800761345346,0.96535325050354,0.933005690574646,0.9961161987157539,0.9293820818753832,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow many bags can I bring onto the plane?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ممكن تبعت تاكسي عمدخل ويستمينستر مول الرئيسي؟,['ممكن تبعتلي تاكسي لمدخل الرئيسي لمول ويستمنستر؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00c10>,17.810257956881333,46.007016047184116,0.04138349544294817,0.08612670004367828,0.48049554228782654,0.4733012402430177,0.22741913609606965,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCould you send a taxi to the main entrance of Westminster Mall?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,أديش الأجرة؟ ممكن تكتبلي الأجرة على ورقة؟,['قديش الأجرة؟ فيك تكتب الأجرة على ورقة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b007f0>,62.93749881454796,60.16278676014585,0.023062465344132477,0.033713728189468384,0.6840674877166748,0.9941379737574607,0.6800574661520118,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow much is the fare? Would you write the fare out on a piece of paper?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,وين تعلم الاستاذ جونز الياباني؟,['وين تعلم السيد جونز اللغة اليابانية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00790>,11.731175160263996,55.30146310781061,0.020205905061324025,0.062365975230932236,0.32398924231529236,0.13365214504301548,0.04330185720630014,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere did Mr. Jones learn Japanese?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,رح اعمل سندويشتين هام.,['رح أعمل كم سندويشة جبنة مع مرتديلا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00550>,6.608973813188645,27.212893587957705,0.2052715045642124,0.2499886304140091,0.8211233615875244,0.991909883916378,0.8144803782733074,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'll make a couple of ham sandwiches.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,عطوكيو، لو سمحت.,['لتوكيو، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b004c0>,26.269098944241588,21.65459540459541,3.530172545570002e-05,0.0004957430646754801,0.07120972126722336,0.010232583445031196,0.0007286594149642756,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTo Tokyo, please.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ماعم توصلني مي سخنة.,['ما عم أقدر أحصل على مي سخنة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00160>,25.965358893403383,42.84338351107612,0.5728363301151518,0.8302638530731201,0.6899449229240417,0.9930719379335642,0.6851649416756017,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI can't seem to get hot water.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,في سينما قريبة من هون؟,['في سينما قريبة من هون؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00130>,100.00000000000004,100.0,0.04792056462363137,0.08605731278657913,0.5568447709083557,0.9928723406046629,0.5528757710452464,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs there s movie theater around here?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,وين بتنتها الجولة، و إيمتا؟,['وين رح تنتهي الجولة، وإيمتى؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b001c0>,15.148694266083963,48.65582742837006,0.2948331894032066,0.4274235963821411,0.6897915601730347,0.9879401102662086,0.681472750018048,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere will the tour end, and when?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,إذا في طاولة، ممكن تحجز وحدة ناح الشباك؟,['إذا كان متاحاً، هل يمكنك حجز طاولة بجانب النافذة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00f10>,5.538003944406129,22.212274628488483,0.0,0.0005874824710190296,0.0,0.0029825097299180925,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIf one is available, can you reserve a table by the window?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فكرة حلوة. إيمتا عم تفكر تجي؟,['فكرة جيدة. متى تخطط للمجيء؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00fa0>,4.11236251403474,16.5972130376196,0.0,0.000934124574996531,0.0,0.0053976792260073125,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nGood idea. When do you plan to come?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بسكر أيام التنين، بس غير يوم بيمشي الحال. بظن بيفتح من الساعة تسعة للساعة خمسة.,['مسكر يوم الاثنين، بس يوم تاني لازم يكون تمام. بعتقد إنه بيفتح من التسعة للخمسة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00ee0>,10.332090908268508,31.75295756870729,0.015433511384897791,0.017887011170387268,0.8628334403038025,0.9947175388224423,0.8582755561526991,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt is closed on Mondays, but a different day should be okay. I think it's open from nine to five.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,كيرلي قوي، إذا بتريد.,['تجعيد دائم ومشدود، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00580>,4.990049701936832,8.362753841490319,0.02016141638318092,0.09889908134937286,0.20385847985744476,0.4986826777458191,0.10166069261650268,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA tight permanent, please.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,لاء، رجاءً. ممكن تخلي أسئلتك لخلص حكيي، بس اطلبهن؟,['لا، لو سمحت لا. ممكن تأجل أسئلتك لآخر حديثي، لما أطلبها؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b006d0>,10.062635309001745,27.84978384644096,0.00798849699714621,0.020548269152641296,0.38876739144325256,0.9429784176172689,0.36659925960435163,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nNo, please don't. Would you save your questions for the end of my talk, when I ask for them?\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,من إيمتا؟,['من إمتى؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b005b0>,23.643540225079384,23.55066347030422,0.007917125221898025,0.01093238778412342,0.7241899371147156,0.04700468387454748,0.034040319059205626,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nSince when?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,برا.,['براّ.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b005e0>,0.0,42.32804232804233,0.3189312051885995,0.3945182263851166,0.8084067702293396,0.8376078456640244,0.6771278532320091,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOut.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,كيف كان؟,['كيف كان؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00310>,0.0,100.0,0.00017197593788264263,0.1664998084306717,0.001032889704219997,0.48702117800712585,0.0005030391605006547,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow was it?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ما لازم تتفرج عالتلفزيون طول الوقت.,['ما لازم تحضر تلفزيون كل الوقت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b003a0>,10.768362100261404,49.21678797627664,0.08689023318293465,0.13181689381599426,0.6591737270355225,0.9793865364044905,0.6455858734101594,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou shouldn't watch TV all the time.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,طيب. ممكن تكتب العنوان مرة تانية عهاد الظرف؟,['طيب. ممكن تكتب العنوان مرة تانية على الظرف؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00280>,72.85959997974687,83.68372999521013,0.027776407994558383,0.06890217959880829,0.40312814712524414,0.9569923458620906,0.3857905512004254,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAll right. Could you write the address once more on this envelope?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,أنو ساعة بسكر مكتب البريد؟,['أي ساعة بيسكر مكتب البريد؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b007c0>,46.713797772819994,64.29185150934377,0.07661779428326909,0.255918949842453,0.2993830442428589,0.987495556473732,0.29563942587340186,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat time does the post office close?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,كم مشروب بيتضمن السعر؟,['كم مشروب مشمول في السعر؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b003d0>,29.84745896009822,48.90767376489211,0.00016451151269689102,0.0031266831792891026,0.052615344524383545,0.04752787761390209,0.0025006956551681947,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow many drinks are included in the price?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,أنا علقان برات غرفتي.,['محبوس برا غرفتي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00a00>,35.64026463354184,30.116088658174238,0.5698024961570809,0.8192732334136963,0.6954975128173828,0.9720454216003418,0.676055173068562,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm locked out of my room.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بدي كيرلي خفيف، لو سمحت.,['بدي برماننت خفيف لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00dc0>,24.70315512339778,42.86910078296449,0.10000466141430309,0.10864445567131042,0.9204764366149902,0.9920047391206026,0.9131169873709153,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI would like a loose permanent, please.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,خليني نام للساعة تسعة.,['خليني نام لحتى الساعة تسعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39b00910>,29.84745896009822,75.38225814793026,0.20141951621576393,0.24576632678508759,0.8195570111274719,0.9878754019737244,0.8096202118079354,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nLet me sleep until nine o'clock.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,رجاءً عيده مرة تانية أبطئ من هيك.,['عيدها مرة تانية ببطء أكتر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962e80>,12.067498571385652,33.435867999057166,0.08391261622467105,0.16280946135520935,0.5154038071632385,0.7914710119366646,0.40792717281149793,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nPlease say it again more slowly.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,شو هالخدمة السريعة.,['يا لها من خدمة سريعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962130>,10.786826322527466,32.554019992480995,5.649579967287495e-05,0.000914151081815362,0.06180138140916824,0.01055364467902109,0.0006522298200650214,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat a quick service.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,جاج، لو سمحت.,['فروج، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962ac0>,50.81327481546149,72.99313339107573,0.04386671333368519,0.12062781304121017,0.36365339159965515,0.5898304264992476,0.21449383506512248,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nChicken, please.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,False,وجع قوي.,['وجع حاد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399629d0>,35.35533905932737,22.142857142857142,0.000450124228347934,0.06715668737888336,0.006702597253024578,0.13529870100319386,0.0009068527016818009,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's a sharp pain.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فيني استأجر مضارب؟,['ممكن استأجر مضارب؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962880>,70.1396726799769,67.77654637029636,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan I hire rackets?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ممكن تاخدني على كانتيربوري واترجعني؟,['بتاخدني على كانتربري وبتجيبني؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399627c0>,13.912311644176565,37.863395424752724,0.28642283956361325,0.29607442021369934,0.9674015045166016,0.9899429008364677,0.9576722516547278,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWill you take me to Canterbury and bring me back?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,وين الكاتدرائية؟,['وين الكاتدرائية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399626d0>,100.00000000000004,100.0,0.1522657126552751,0.20273837447166443,0.7510453462600708,0.5570430271327496,0.4183645731946739,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere is the cathedral?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,شو هنن الكيسات؟,['شو هي الكيسات؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399625e0>,53.7284965911771,53.590687466587084,0.17562151747442023,0.1891946643590927,0.9282582998275757,0.960225373506546,0.8913371726624852,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat are cysts?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,لكن، رجاءً عطيني حجز جديد.,['بعدين، لو سمحت احجزلي حجز جديد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399628e0>,22.416933501922287,39.49182810827606,0.04936696592958789,0.06167115271091461,0.8004871606826782,0.9649290181696415,0.7724132900149407,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThen, please give me a new reservation.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,شكراً. هيك بكفي.,['شكراً، هاد كافي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962220>,12.600736402830258,25.009734266272616,0.0980412013071188,0.19181543588638306,0.5111225843429565,0.9733333284966648,0.49749264628834716,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThank you, that's enough.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,نجحت بهداك الفحص بتفوق.,['نجحت بالاختبار بتفوق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399620a0>,28.422022424918996,38.48579969990218,0.0003414663754753855,0.029316015541553497,0.011647775769233704,0.05282167438417673,0.0006152550189823663,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI passed that test with flying colors.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,False,عنا نبيت أبيض ممتاز.,['عنا نبيذ أبيض ممتاز.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962700>,59.4603557501361,71.82308500323205,0.01318524995437731,0.5470172762870789,0.02410390041768551,0.9670805558562279,0.023310413414238465,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWe have excellent white wine.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,هدول كبار كتير.,['هدول كبار كتير.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962670>,100.00000000000004,100.0,0.5272717895383394,0.5613821148872375,0.9392386674880981,0.9914899338036776,0.9312456842536287,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThese are too large.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فيني ارتكه وين ما كان بالبلد؟,['ممكن أتركها بأي مكان بالبلد؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962c70>,23.769263662838707,32.72720186043893,0.16078470472901785,0.3866380751132965,0.41585326194763184,0.9383422927930951,0.39021270328142843,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMay I leave it anywhere in the country?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,خطف جزداني وركض.,['خطف محفظتي وهرب.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962d00>,10.786826322527466,16.426282051282055,0.0043275703034666435,0.030474167317152023,0.14200782775878906,0.22866309620440006,0.03247194958058586,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHe snatched my wallet and ran away.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,الليموزين رح توقف عالبوابة الشمالية أول.,['السيارة الليموزين رح توقف عند البوابة الشمالية أولاً.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962be0>,50.7196093945688,75.16021819556465,0.021995585267742923,0.050666701048612595,0.43412309885025024,0.9868564545176923,0.42841718215559166,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe limousine will stop at the North gate first.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فيني جرب قياس تسعة؟,['ممكن أجرب مقاس تسعة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962430>,32.260135189272866,33.34122593827071,0.0026805282176672607,0.00654888479039073,0.40931063890457153,0.047159778885543346,0.01930299922624007,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCould I try on a nine?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,هي تازا؟,['طازة هاد؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399624c0>,10.682175159905848,10.696805077452668,0.8793908635286911,0.9597466588020325,0.9162739515304565,0.9904775351751596,0.9075487650570903,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis fresh?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,من وين فيني آخد شناتيي؟,['وين فيني استلم أمتعتي؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962400>,19.64073254502565,33.09645176939118,0.6369858254984173,0.971051037311554,0.6559756398200989,0.9945367762120441,0.6523918981003141,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere can I pick up my baggage?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,رجاءً حولي هدول الينات لجنيهات.,['رجاءً حوّل هذه الينات إلى جنيهات.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962160>,20.200106912694157,44.492325192246255,0.0029598541102998643,0.049596577882766724,0.05967859551310539,0.07641522702760994,0.004560353424822853,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nPlease change these yen into pounds.\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,موجود بين مخبز ومحل لحام.,['بين المخبز ومحلات اللحوم.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962520>,15.851165692617148,35.657406030206495,0.0004224427568005201,0.20493321120738983,0.002061367966234684,0.5286164283752441,0.0010896729718781195,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's between bakery and butcher shop.\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بدي غرفة لشخصين. أديش الغرفة بالليلة؟,['بدي غرفة بسريرين. قديش حق الغرفة بالليلة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962fa0>,32.37722713145643,56.926975571677886,0.096531948349039,0.10198865085840225,0.9464969635009766,0.990095566958189,0.9371224477017037,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like a twin bed room. How much is the room per night?\nTranslation:""}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,شو رأيك بالتحرش الجنسي بمكان العمل؟,['شو رأيك بالتحرش الجنسي في مكان العمل؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962550>,63.15552371794039,81.98786615516484,0.0050105110060417735,0.012025067582726479,0.4166721701622009,0.3311591539531946,0.137984803346756,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat do you think about sexual harassment in the work place?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,كيف بيتميز منتجك عن باقي المنتجات المنافسة؟,['بأي طريقة منتجك مختلف عن منافسيك؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962b20>,10.06131214776086,20.109339469894987,3.520662207132791e-05,0.0037831347435712814,0.009306203573942184,0.015805980016011745,0.00014709366771466724,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIn what way is your product different from your competitors?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,طبعاً لاء. ليش عم تقول إذا؟,['طبعاً لا. ليش عم تقول إذا؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d399622e0>,70.16879391277372,80.533100067933,0.41483882593600185,0.4530850648880005,0.9155870676040649,0.9896379137644544,0.9060996754534013,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOf course not. Why you say if?\nTranslation:'}]}]",,(),syr,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مرحبا، الطرف التاني عالخط. اتفضل، لو سمحت.,['مرحباً، الشخص المطلوب على الخط. تفضل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39962f40>,3.745640979211903,23.33210100834221,0.00032783020421316145,0.0690748393535614,0.004746014717966318,0.30837104469537735,0.0014635335167189102,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHello, your party is on the line. Go ahead, please.\nTranslation:'}]}]",,(),syr,False,None,None
