Unnamed: 0,songID,Singer,SongTitle,SongWriter,Composer,LyricsOrder,Lyrics,SingerNationality,SongDialect
97.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,3.0,وان زعلت أرضيك انا يا نور عيني,Saudi_Arabia,Gulf
98.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,4.0,تضحك الدنيا في عيني لا رضيــــت,Saudi_Arabia,Gulf
99.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,5.0,واقبل اعذارك واسامح لو خطيـــت,Saudi_Arabia,Gulf
100.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,6.0,لو اقول انك حياتي ما وفيـــــــــــت,Saudi_Arabia,Gulf
101.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,7.0,كيف انا اضيع حبيبي من يدينــــــي,Saudi_Arabia,Gulf
102.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,8.0,الله لا يجيب الزعل ..,Saudi_Arabia,Gulf
103.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,9.0,الله لا يحرمني منك ومن حلاك ومن دلالــــــك,Saudi_Arabia,Gulf
104.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,10.0,ما اتمنى غير شوفك مبتسم مرتاح بالـــــــــك,Saudi_Arabia,Gulf
105.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,11.0,انا محتاج لحنانك مهمــــــــى كــان,Saudi_Arabia,Gulf
106.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,12.0,شوفتك عندي لها قدرٍ وشـــــــــان,Saudi_Arabia,Gulf
107.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,13.0,انت في بالي واحبك من زمــــــــان,Saudi_Arabia,Gulf
108.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,14.0,انت من يقدر يخيب فيك ظنــــــــي,Saudi_Arabia,Gulf
109.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,15.0,الله لا يجيب الزعل ..,Saudi_Arabia,Gulf
110.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,16.0,لو تخيلك غيابي لا تقول اني نسيتـــــــــــــــك,Saudi_Arabia,Gulf
111.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,17.0,صدق احساسك وقلبك ، انا من قلبي هويتــك,Saudi_Arabia,Gulf
112.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,18.0,وانت في بالي الاول والاخيـــــــــــر,Saudi_Arabia,Gulf
113.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,19.0,لو تغيب شوي توحشني كثيــــــــــر,Saudi_Arabia,Gulf
114.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,20.0,وش اللي يسليني وانا عاشق واغيـر,Saudi_Arabia,Gulf
115.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,21.0,وش كثر عانيت حتى اني لقيتـــــــك,Saudi_Arabia,Gulf
116.0,4302.0,راشد الماجد,الله لا يجيب الزعل,احمد عبد الحق,صالح الهملان,22.0,الله لا يجيب الزعل,Saudi_Arabia,Gulf
117.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,1.0,يابنت يكفي دنيتك كلها دموع,Saudi_Arabia,Gulf
118.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,2.0,مافي يديني شي وانتي حزينه,Saudi_Arabia,Gulf
119.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,3.0,حالي بقلبي من محانيه منزوع,Saudi_Arabia,Gulf
120.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,4.0,حني بحالك خوفتي تخسرينه,Saudi_Arabia,Gulf
121.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,5.0,يابنت قولي مانطقتيه مسموع,Saudi_Arabia,Gulf
122.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,6.0,مدي يدينك واطلبي اللي تبينه,Saudi_Arabia,Gulf
123.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,7.0,لولا الحزن لعيونك السود ممنوع,Saudi_Arabia,Gulf
124.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,8.0,وليا ضحكتي عالمي ترسمينه,Saudi_Arabia,Gulf
125.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,9.0,رسمتلك فرحه بها الخوف مزروع,Saudi_Arabia,Gulf
126.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,10.0,جيتك حزين وغايته تاخذينه,Saudi_Arabia,Gulf
127.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,11.0,جيتك على جسر به الياس مقطوع,Saudi_Arabia,Gulf
128.0,27603.0,سعد جمعة,يا بنت,غير معروف,غيرمعروف,12.0,والهم ياخذ من بقايا سنينه,Saudi_Arabia,Gulf
129.0,24679.0,راشد الماجد,من يقول,غير معروف,غير معروف,1.0,من يقول اني لغيرك .. انا لك ماني لغيرك,Saudi_Arabia,Gulf
130.0,24679.0,راشد الماجد,من يقول,غير معروف,غير معروف,2.0,انا متعلق مصيري .. يا حبيبي في مصيرك,Saudi_Arabia,Gulf
131.0,24679.0,راشد الماجد,من يقول,غير معروف,غير معروف,3.0,خلهم يحكون فيا .. مهما هم قالوا عليا,Saudi_Arabia,Gulf
132.0,24679.0,راشد الماجد,من يقول,غير معروف,غير معروف,4.0,انت منهم وش عليك .. وانا منهم وش عليا,Saudi_Arabia,Gulf
133.0,11300.0,داليا مبارك,جرحنى حيل,غير معروف,غير معروف,10.0,انا كل يوم ابي باجر يعوضني غياب امسك,Saudi_Arabia,Gulf
134.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,1.0,خذني الى ما لا نهاية من الحب,Saudi_Arabia,Gulf
135.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,2.0,ابغي اكون اخر حبيب بحياتك,Saudi_Arabia,Gulf
136.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,3.0,لا تقول يمكن ينتهي بيننا الدرب,Saudi_Arabia,Gulf
137.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,4.0,انا معك لاخر دقيقة بمماتك,Saudi_Arabia,Gulf
138.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,5.0,قلبي فداك قلي وش اغلى من القلب,Saudi_Arabia,Gulf
139.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,6.0,حتى الغلا ما حدا يساوي غلاتك,Saudi_Arabia,Gulf
140.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,7.0,طارك لا منه لفح خاطري وهاب,Saudi_Arabia,Gulf
141.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,8.0,قومت اتذكر كيفها ذكرياتك,Saudi_Arabia,Gulf
142.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,9.0,الله يصونه لي ويحفظه يا رب,Saudi_Arabia,Gulf
143.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,10.0,هذا دعاي في صلاتي وصلاتك,Saudi_Arabia,Gulf
144.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,11.0,ما ينتهي قلب جمعنا على الحب,Saudi_Arabia,Gulf
145.0,11734.0,داليا مبارك,خذنى,غير معروف,غير معروف,12.0,دامي معك واخر حبيبية بحياتك,Saudi_Arabia,Gulf
146.0,28679.0,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,1.0,يا مغادرا بلادك رافقتك السلامه .. لوفراقك على روحاً تودك فجيعه,Saudi_Arabia,Gulf
147.0,28679.0,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,2.0,ماعلى العين لوطاول سهرها ملامه .. اشهدان الافراق يوم حل الشنيعه,Saudi_Arabia,Gulf
148.0,28679.0,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,3.0,ابعدوبه وحظي منه ما ادرك مرامه .. لاشربناغدير ولارعينا ربيعه,Saudi_Arabia,Gulf
149.0,28679.0,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,4.0,ابعدوبه وصار الهم لي والندابه .. اطحن لغيضتي شبدي وشبدي وجيعه,Saudi_Arabia,Gulf
150.0,28679.0,حمد الطيار,يا مغادرا بلادك,غير معروف,غير معروف,5.0,كيف ابسلا حبيبي ميتاً في غرامه .. كل ماجابه الطاري علي هزيعه,Saudi_Arabia,Gulf
0.0,12731.0,ابتسام تسكت,راجع بلور,اميرة زهير,اميرة زهير,1.0,وغادي راجع بلور مقهور قلبي مجروح ماعرف مندي,Morocco,Meghribi
1.0,12731.0,ابتسام تسكت,راجع بلور,اميرة زهير,اميرة زهير,2.0,وراي همازتش خطوة وبيك الشكوى بالعالي اللي عالم بالحال,Morocco,Meghribi
2.0,12731.0,ابتسام تسكت,راجع بلور,اميرة زهير,اميرة زهير,3.0,وكيف ندير انا راني دفا طير براني تايه بيدور,Morocco,Meghribi
3.0,12731.0,ابتسام تسكت,راجع بلور,اميرة زهير,اميرة زهير,4.0,وعذاب الحب برماني مرشوق بواني وراجع بلور,Morocco,Meghribi
4.0,12731.0,ابتسام تسكت,راجع بلور,اميرة زهير,اميرة زهير,5.0,وحالي انا يبكي الجبال مغبون من هذا شحال بحبس دموعي,Morocco,Meghribi
5.0,12731.0,ابتسام تسكت,راجع بلور,اميرة زهير,اميرة زهير,6.0,ويا زماني حتى انت ماترحم زيدني غا بالهم اتقي فيا الله,Morocco,Meghribi
6.0,12731.0,ابتسام تسكت,راجع بلور,اميرة زهير,اميرة زهير,7.0,وكيف ندير انا راني دفا طير براني تايه بيدور,Morocco,Meghribi
7.0,12731.0,ابتسام تسكت,راجع بلور,اميرة زهير,اميرة زهير,8.0,وعذاب الحب برماني مرشوق بواني وراجع بلور,Morocco,Meghribi
8.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,1.0,عروستنا فنة مادة يديها للحنة,Morocco,Meghribi
9.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,2.0,عروستنا فنة مادة يديها للحنة,Morocco,Meghribi
10.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,3.0,ياربي تحجبها وتعطيها ما تتمنى,Morocco,Meghribi
11.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,4.0,عروستنا هاهي منورة في العمارية,Morocco,Meghribi
12.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,5.0,الملحة والسر عليها والنخوة مغربية,Morocco,Meghribi
13.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,6.0,واهيا لبنات غير ديرو معانا يدكم,Morocco,Meghribi
14.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,7.0,العروسة برزات فرحوا شطحوا عقبة لعندكم,Morocco,Meghribi
15.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,8.0,مولاي السلطان يا مرضي الوالدين,Morocco,Meghribi
16.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,9.0,مولاي السلطان يا مرضي الوالدين,Morocco,Meghribi
17.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,10.0,الاحباب والاصحاب الليلة معاك حاضرين,Morocco,Meghribi
18.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,11.0,لالة لعروسة الهمة والشان مواتيك,Morocco,Meghribi
19.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,12.0,لالة لعروسة الهمة والشان مواتيك,Morocco,Meghribi
20.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,13.0,وريدة محروسة خمسة وخموس عليك,Morocco,Meghribi
21.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,14.0,واهيا لبنات غير ديرو معانا يدكم,Morocco,Meghribi
22.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,15.0,العروسة برزات فرحوا شطحوا عقبة لعندكم,Morocco,Meghribi
23.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,16.0,العروسة وعريسها في عار الله,Morocco,Meghribi
24.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,17.0,واحبابنا وانتما في عار الله,Morocco,Meghribi
25.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,18.0,هاد الليلة بالذات تسوى الدنيا بللي فات,Morocco,Meghribi
26.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,19.0,هاد الليلة بالذات تسوى الدنيا بللي فات,Morocco,Meghribi
27.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,20.0,عروسة علينا طلات بالدقة والزغراتات,Morocco,Meghribi
28.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,21.0,عريسنا اسمع نوصيك لعروسة كتموت عليك,Morocco,Meghribi
29.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,22.0,غي ديرها في عنيك راها انت ليها وهي ليك,Morocco,Meghribi
30.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,23.0,واهيا لبنات غير ديرو معانا يدكم,Morocco,Meghribi
31.0,16604.0,ابتسام تسكت,عروستنا فنة,رحال الوزاني,رحال الوزاني,24.0,العروسة برزات فرحوا شطحوا عقبة لعندكم,Morocco,Meghribi
32.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,1.0,مغربية وأفتخر مغربية وأعلي راسي لفوق,Morocco,Meghribi
33.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,2.0,مغربية الأصل طيبة وجمال وذوق,Morocco,Meghribi
34.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,3.0,مغربية وأفتخر مغربية,Morocco,Meghribi
35.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,4.0,مغربية وأفتخر إن ملكنا محمد,Morocco,Meghribi
36.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,5.0,مغربية وأفتخر ونشكر الله ونحمد,Morocco,Meghribi
37.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,6.0,مغربية وأفتخر ونعلي راسي لفوق,Morocco,Meghribi
38.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,7.0,مغربية الأصل طيبة وجمال وذوق,Morocco,Meghribi
39.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,8.0,مغربية وأفتخر مغربية,Morocco,Meghribi
40.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,9.0,مغربية وأفتخر بطيبة أهل بلادي,Morocco,Meghribi
41.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,10.0,مغربية وأفتخر بكم يا أجدادي,Morocco,Meghribi
42.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,11.0,مغربية وأفتخر مغربية وأعلي راسي لفوق,Morocco,Meghribi
43.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,12.0,مغربية الأصل طيبة وجمال وذوق,Morocco,Meghribi
44.0,24143.0,ابتسام تسكت,مغربية وأفتخر,غير معروف,غير معروف,13.0,مغربية وأفتخر مغربية,Morocco,Meghribi
45.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,1.0,يا عمري شحال نبغيك ونموت على عينيك,Morocco,Meghribi
46.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,2.0,نقطع البحر ونجيك ولي ليا,Morocco,Meghribi
47.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,3.0,العقل غاب معاك وانا كا نستناك,Morocco,Meghribi
48.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,4.0,وقتاش نكون حداك ولي ليا,Morocco,Meghribi
49.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,5.0,ليلي بحال النهار نبات نستنى خبار,Morocco,Meghribi
50.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,6.0,امتى تجي وقتاش تبرد هاد الجمار,Morocco,Meghribi
51.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,7.0,يا عمري شحال نبغيك ونموت على عينيك,Morocco,Meghribi
52.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,8.0,نقطع البحر ونجيك ولي ليا,Morocco,Meghribi
53.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,9.0,العقل غاب معاك وانا كا نستناك,Morocco,Meghribi
54.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,10.0,وقتاش نكون حداك ولي ليا,Morocco,Meghribi
55.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,11.0,عشقي ليك هبال راك ديما فالبال,Morocco,Meghribi
56.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,12.0,حالفة نستناك قصار الزمن او طال,Morocco,Meghribi
57.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,13.0,يا عمري شحال نبغيك ونموت على عينيك,Morocco,Meghribi
58.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,14.0,نقطع البحر ونجيك ولي ليا,Morocco,Meghribi
59.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,15.0,العقل غاب معاك وانا كا نستناك,Morocco,Meghribi
60.0,27176.0,ابتسام تسكت,ولي ليا,غير معروف,غير معروف,16.0,وقتاش نكون حداك ولي ليا,Morocco,Meghribi
61.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,1.0,كان يحسابلي نقدر نفارقك ونقدر نعيش,Morocco,Meghribi
62.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,2.0,كان يحسابلي نبعد عليك و ما يهمنيش,Morocco,Meghribi
63.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,3.0,كان يحسابلي نديرك ماضي,Morocco,Meghribi
64.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,4.0,ونعيش عادي بحالا ماكنتيش,Morocco,Meghribi
65.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,5.0,كانَ يحسابلي نَقْدَر نُفارِقكِ وَنُقَدَّر نُعَيِّش,Morocco,Meghribi
66.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,6.0,كانَ يحسابلي نَبْعُد عَلَيكِ وَ ما يهمنيش,Morocco,Meghribi
67.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,7.0,كانَ يحسابلي نُدِيركَ ماضِييَ,Morocco,Meghribi
68.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,8.0,وَنُعِيش عادِي بحالا ماكنتيش,Morocco,Meghribi
69.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,9.0,ليلي نهاري دايرة فيها نسيتك,Morocco,Meghribi
70.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,10.0,نعاند نفسي زعما ما بقيتش بغيتك,Morocco,Meghribi
71.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,11.0,وانا يا حبيبي توحشت حديثك,Morocco,Meghribi
72.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,12.0,وحضنك الزوين اللي ما فارقنيش,Morocco,Meghribi
73.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,13.0,كان يحسابلي غاديا ننساك وبالزربه,Morocco,Meghribi
74.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,14.0,كان يحسابلي تهون العشرة كاع والمحبة,Morocco,Meghribi
75.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,15.0,كان يحسابلي راني قوية,Morocco,Meghribi
76.0,29676.0,اسماء لمنور,يحاسبلي,غير معروف,غير معروف,16.0,وسيطر عليا حبك ما رحمنيش,Morocco,Meghribi
77.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,1.0,وأنا معاك كل يوم نعيشو عيد ،،، مرتاح وفرحان وأنت حدايا,Morocco,Meghribi
78.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,2.0,فهواك جنوني بيك يزيد ،،، يانموت يانعيش وأنت معايا,Morocco,Meghribi
79.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,3.0,عشقت غرام البارح يوم كنت أحلامي ،،، ومعاك اليوم فايح حلمي قدامي,Morocco,Meghribi
80.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,4.0,آآآآه على هواك ،،، وأنا معاك,Morocco,Meghribi
81.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,5.0,وأنا معاك كل يوم نعيشو عيد ،،، مرتاح وفرحان وأنت حدايا,Morocco,Meghribi
82.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,6.0,فهواك جنوني بيك يزيد ،،، يانموت يانعيش وأنت معايا,Morocco,Meghribi
83.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,7.0,واليوم حداك عمر جديد وعد مني والله عمري ماننساك,Morocco,Meghribi
84.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,8.0,وان شاء الله معاك نمشي لبعيد ...,Morocco,Meghribi
85.0,26323.0,اسماء لمنور,وأنا معاك,غير معروف,غير معروف,9.0,نحكي لحفادي شحال نهواك نهواك ...,Morocco,Meghribi
86.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,1.0,يالاه يالاه معايا نعيشو ليلة نعيشو يوم,Morocco,Meghribi
87.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,2.0,انا ليك و انت ليا الدنيا تفرح بنا,Morocco,Meghribi
88.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,3.0,دنيا تفرح بنا و نعيشو ايام زينة,Morocco,Meghribi
89.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,4.0,هاكاوا زيداوا رحنا فالهوى سوى,Morocco,Meghribi
90.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,5.0,يالاه يالاه معايا نعيشو ليلة نعيشو يوم,Morocco,Meghribi
91.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,6.0,تفرح بيا نفرح بيك نعيشو هادا اللحظه,Morocco,Meghribi
92.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,7.0,نعيشو هادا اللحظه نبغيك اليوم وغدا,Morocco,Meghribi
93.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,8.0,هاكاوا زيداوا رحنا فالهوى سوى,Morocco,Meghribi
94.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,9.0,يالاه يالاه معايا نعيشو ليلة نعيشو يوم,Morocco,Meghribi
95.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,10.0,هاكاوا زيداوا,Morocco,Meghribi
96.0,25737.0,اسماء لمنور,هاكاوا,غير معروف,غيرمعروف,11.0,يالاه يالاه معايا نعيشو ليلة نعيشو يوم,Morocco,Meghribi
97.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,1.0,شافني حالتي حالة بدا يتشفى فيا,Morocco,Meghribi
98.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,2.0,حبيبي ليام بدالة وتجيبك تا لبين يديا,Morocco,Meghribi
99.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,3.0,مابقاش الحب تسالا كنت معاك بالنية,Morocco,Meghribi
100.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,4.0,حبك كان مهزلة لا ما بقاش يدوز عليا,Morocco,Meghribi
101.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,5.0,نورمال ماتجيني نورمال، سير و خليني نورمال,Morocco,Meghribi
102.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,6.0,طحتي من عيني، عيش حياتك باللي فيها,Morocco,Meghribi
103.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,7.0,خاطيني من الهدرة، دير بالك معايا,Morocco,Meghribi
104.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,8.0,من جرحك غانبرا، وننسا كاع لحكاية,Morocco,Meghribi
105.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,9.0,سمعني هاد المرة حتى للنهاية,Morocco,Meghribi
106.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,10.0,انا مانكونش امراة ايلا ماترجيتي هوايا,Morocco,Meghribi
107.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,11.0,نورمال ماتجيني نورمال، سير و خليني نورمال,Morocco,Meghribi
108.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,12.0,طحتي من عيني، عيش حياتك باللي فيها,Morocco,Meghribi
109.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,13.0,بلا ما تعيي راسك كلامك ما يبدلنيش,Morocco,Meghribi
110.0,25649.0,اسماء لمنور,نورمال,غير معروف,غير معروف,14.0,هاكدا غادا نبقى، بغيتي ولا ما بغيتيش,Morocco,Meghribi
111.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,1.0,الكلمات,Morocco,Meghribi
112.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,2.0,لا لا هم لا لا هم و فكلشي فايتاهم,Morocco,Meghribi
113.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,3.0,لا لا هم لا لا هم و فكلشي فايتاهم,Morocco,Meghribi
114.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,4.0,زين و همه و عقل صافي ساليتي معاهم,Morocco,Meghribi
115.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,5.0,هكا ديما للسما رافعة راسك,Morocco,Meghribi
116.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,6.0,هكا ديما جايبة العز لناسك,Morocco,Meghribi
117.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,7.0,لا لا هُم لا لا هُم وَ فكلشي فَآيَتاهُم,Morocco,Meghribi
118.0,20900.0,اسماء لمنور,لا لا هم,غير معروف,غير معروف,8.0,لا لا هُم لا لا هُم وَ فكلشي فَآيَتاهُم,Morocco,Meghribi
