Unnamed: 0,Prompt,Completion,Model,Dialect,Adequacy,Fluency,Dialectal Accuracy,TVD,Copy
75,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.
Translation:",لمعرفة الأخبار عن البطولات وأماكن شراء التذاكر لمباريات البولو، تحقق من Asociación Argentina de Polo.,gpt-4o,syr,4,3,1,5.350802688505393e-06,False
76,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
However, due to the slow communication channels, styles in the west could lag behind by 25 to 30 year.
Translation:",ومع ذلك، بسبب قنوات الاتصال البطيئة، يمكن أن تتأخر الأساليب في الغرب من 25 إلى 30 سنة.,gpt-4o,syr,5,5,1,0.0,False
77,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
In 1683, Qing dynasty (1644-1912) forces take control of Taiwan’s western and northern coastal areas and declared Taiwan as a province of the Qing Empire in 1885.
Translation:",في عام ١٦٨٣، قوات سلالة تشينغ (١٦٤٤-١٩١٢) سيطرت على المناطق الساحلية الغربية والشمالية من تايوان وأعلنت تايوان كمقاطعة تابعة لإمبراطورية تشينغ في عام ١٨٨٥.,gpt-4o,syr,4,5,4,0.0,False
78,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
These theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things.
Translation:",بتتطلع هاي النظريات عالشغلات اللي بتخلي بعض الأشخاص يريدوا شغلات معينة وبتدرس كمان تأثير البيئة المحيطة فيهم عسلوكياتهم.,command_r+,syr,4,5,4,0.0571758318705972,False
79,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Science’s main goal is to figure out the way the world works through the scientific method. This method in fact guides most scientific research.
Translation:",الهدف الرئيسي للعلم هو فهم طريقة عمل العالم من خلال المنهج العلمي. في الواقع، يوجه هذا المنهج معظم الأبحاث العلمية.,command_r+,syr,5,5,1,0.0,False
80,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Goma is a tourist city of the Democratic Republic of Congo in the extreme east near Rwanda.
Translation:",غوما هي مدينة سياحية في جمهورية الكونغو الديمقراطية في أقصى الشرق بالقرب من رواندا.,command_r+,syr,5,5,1,9.409199333072772e-05,False
81,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour.
Translation:",عرض المباني التي تشكل أفق هونغ كونغ تم تشبيهه بمخطط شريطي متلألئ يظهر بوضوح بفضل وجود مياه ميناء فيكتوريا.,gpt-4o,syr,5,4,1,0.0,False
82,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Around 60 cases of malfunctioning iPods overheating have been reported, causing a total of six fires and leaving four people with minor burns.
Translation:",تم الإبلاغ عن حوالي 60 حالة من حالات ارتفاع حرارة أجهزة iPod المعطلة، مما تسبب في ست حرائق في المجموع، وأدى إلى إصابة أربعة أشخاص بحروق طفيفة.,command_r+,syr,5,4,1,0.0,False
83,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board.
Translation:",الشهر الماضي شهدت إيران أسوأ كارثة جوية منذ سنوات عندما تحطمت طائرة متجهة إلى أرمينيا، مما أسفر عن مقتل ١٦٨ شخصاً كانوا على متنها.,gpt-4o,syr,4,5,1,0.0,False
84,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.
Translation:",يعتمد العديد من الإيقاعات الملاحظة في الفسيولوجيا والسلوك بشكل حاسم على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية.,command_r+,syr,5,3,1,0.0,False
85,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Negotiators tried to rectify the situation, but the prisoners' demands are not clear.
Translation:",حاول المفاوضون تصحيح الوضع، لكن مطالب السجناء غير واضحة.,command_r+,syr,5,5,1,0.0,False
86,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide.
Translation:",البرجين بيرتفعوا لارتفاع 83 متر، طوله 378 متر وفيه مسارين عرضهم 3.50 متر.,gpt-4o,syr,5,3,3,0.0021722003757819,False
87,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.
Translation:",عادةً ما تقدم منتجعات السبا عروضًا خاصةً على الطعام والشراب والترفيه، وذلك لإبقاء النزلاء في حالة مزاجية جيدة، ولضمان بقائهم في المنتجع.,command_r+,syr,3,5,1,0.0,False
88,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Everything in the Universe is made of matter. All matter is made of tiny particles called atoms.
Translation:",كل شيء في الكون مصنوع من المادة. كل المادة مصنوعة من جزيئات صغيرة تسمى الذرات.,gpt-4o,syr,4,4,1,0.0,False
89,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.
Translation:",تذكر أنه على الرغم من أن الموسيقى على المسارح الرئيسية قد تكون قد انتهت، فقد يستمر قسم من المهرجان في عزف الموسيقى حتى وقت متأخر من الليل.,command_r+,syr,5,4,1,0.0,False
90,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Handicraft products might be defined as antiques, though they are younger than similar mass-produced goods.
Translation:",يمكن تعريف منتجات الحرف اليدوية بأنها تحف، على الرغم من أنها أحدث من السلع المنتجة بكميات كبيرة المشابهة.,command_r+,syr,5,4,1,0.0,False
91,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.
Translation:",ينصح بأن تقول أي امرأة مسافرة بأنها متزوجة بغض النظر عن حالتها الاجتماعية الفعلية.,gpt-4o,syr,4,5,1,0.0,False
92,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.
Translation:",لم يتم الإبلاغ عن أي أضرار أو إصابات كبيرة في تونغا، ولكن انقطعت الكهرباء بشكل مؤقت، مما منع سلطات تونغا من تلقي تحذير تسونامي الصادر عن مركز التحذير من التسونامي في المحيط الهادئ، حسبما ورد.,command_r+,syr,5,5,1,0.0,False
93,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
The fatalities were Nicholas Alden, 25, and Zachary Cuddeback, 21. Cuddeback had been the driver.
Translation:",الضحايا كانوا نيكولاس ألدن، ٢٥ سنة، وزاكاري كوديباك، ٢١ سنة. كوديباك كان السائق.,gpt-4o,syr,5,4,5,0.0211750930377663,False
94,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot.
Translation:",غالباً ما يُشير أعضاء الثقافة الفرعية إلى عضويتهم من خلال استخدام أسلوب مميز ورمزي، يشمل ذلك الموضة، والتصرفات، واللغة الخاصة.,command_r+,syr,5,4,1,0.0,False
95,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Christmas is one of the most important holidays of Christianity, and is celebrated as the birthday of Jesus.
Translation:",عيد الميلاد هو واحد من أهم الأعياد في المسيحية، ويُحتفل به باعتباره عيد ميلاد يسوع.,gpt-4o,syr,5,5,1,0.0,False
96,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse
Translation:",بالرغم من أن معظم طعامهم مألوف لدينا، إلا أن الرومان كانوا يتناولون بعض الأطعمة الغريبة أو غير المألوفة، بما في ذلك الخنازير البرية، والطاووس، والحلازين، ونوع من القوارض يسمى السنجاب الطائر.,command_r+,syr,4,5,1,0.0,False
97,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Sadly, as newer methods of writing have emerged, the pencil has been relegated to lesser status and uses.
Translation:",للأسف، مع ظهور طرق كتابة جديدة، تم تهميش القلم الرصاص واستخدامه بشكل أقل.,gpt-4o,syr,5,5,3,0.0,False
98,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
Booking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination.
Translation:",الحجز مسبقاً يمنح المسافر راحة البال بأنه سيكون لديه مكان للنوم بمجرد وصوله إلى وجهته.,gpt-4o,syr,5,4,1,6.538182605880793e-05,False
99,"Translate from English into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.
With 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.
Translation:","مع وجود 17,000 جزيرة للاختيار من بينها، فإن الطعام الإندونيسي هو مصطلح عام يغطي مجموعة واسعة من الأطباق الإقليمية الموجودة في جميع أنحاء البلاد.",command_r+,syr,5,4,1,0.0,False
