Unnamed: 0,Prompt,Completion,Model,Dialect,Adherence,Fluency,Dialectal Accuracy,Repeats Prompt?,TVD,Copy
52,"دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""USER ما هو مش لاقي قصه يتشهر بيها"""," - الصفحة 2 - منتديات نيو حب منتديات نيو حب > المنتديات العامة > الحوار المفتوح دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""USER ما هو مش لاقي قصه يتشهر بيها""
تذكرنى التسجيل دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""USER ما هو مش لاقي قصه يتشهر بيها"" الحوار المفتوح صفحة",command_r+_base,egy,1,3,2,,0.8300156775380643,True
53,"عيد صياغة دا بألفاظك بس يكون المعنى الأصلي موجود: ""وحيات سنين حبى ليك ارجعلى""",بكل سنين حبي وعمري اللي فات، رجاءً ارجعلي.,command_r+,egy,3,4,4,,0.000608560478158271,False
54,"عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""وبحس طول مأنت معايا أنت اللى مالدنيا كفايا""","أكيد، إليك رد جذاب يتضمن الجملة التي طلبتها:

""كل لحظة بتمر وأنا معاك، بحس طول مأنت معايا أنت اللى مالدنيا كفايا. وجودك في حياتي هو اللي بيخلي كل حاجة ليها معنى وجمال.""",gpt-4o,egy,3,5,3,,0.5872376992664705,False
55,"عيد صياغة ""كرسي لغير المدخنين، لو سمحت ."" بألفاظك بس يكون المعنى الأصلي موجود.",هل يمكنني الحصول على مقعد في منطقة غير المدخنين، من فضلك؟,gpt-4o,egy,3,5,1,,0.0,False
56,"""ده احنا اللى ما بينا ماضى و راح"" عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع.","
""ده احنا اللى ما بينا ماضى و راح"" عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع.
""ده احنا اللى ما بينا ماضى و راح"" عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع.
""ده احنا اللى ما بينا ماضى و راح"" عيد كتابة الجملة دي عشان تبقى مناسبة",command_r+_base,egy,1,2,4,Yes,0.8908625242157413,True
57,"عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""لو عاوز تعرف أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، ادخل اتفرج على رابطة البولو الأرجنتينية.""","
عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""لو عاوز تعرف أخبار عن البطولات وأماكن شراء تذاك...
عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""لو عاوز تعرف أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، ادخل اتفرج على رابطة البولو الأرجنتينية."" الإجابات
عايز رد جذاب تكون الجملة دي فيه هي الأس",command_r+_base,egy,1,1,1,,0.8239718907208236,True
58,"ايه نوع الناس اللي الجملة دي معموله عشانه؟ ""الانسجام في مكان الشغل حاجة مهمة أوي، عشان بيأكد على جهد المجموعة بدل من تشجيع الإنجازات الفردية."" اشرح اجابتك","
الاجابة: الجملة دي معمولة عشان الناس اللي بتفضل الشغل الجماعي عن الشغل الفردي، وده لان الشغل الجماعي بيعمل انسجام بين الموظفين وبيكسر الحواجز بينهم، وبيخليهم يشتغلوا مع بعض بشكل افضل، وده بيزود انتاجية الشغل، وبيخلي الموظفين يشتغلوا بشكل اسرع، وبيخ",command_r+_base,egy,3,4,5,,0.7038766433029764,False
59,"ايه نوع الناس اللي الجملة دي معموله عشانه؟ ""سيبتك ودى مسالة منتهية وخلاص جيبت انت معايا ناهية"" اشرح اجابتك"," لو سمحت؟ -
تم النشر بواسطة محمد عبد المنعم.
تم النشر بواسطة ماجد عادل.
تم النشر بواسطة احمد عادل.
تم النشر بواسطة محمد عادل.
تم النشر بواسطة محمد عادل. (محمد عادل).
تم النشر بواسطة محمد عادل. (محمد عادل). (محمد عادل)
تم النشر بواسطة محمد عادل. (محمد عادل). (محمد عادل).
تم النشر",command_r+_base,egy,1,1,2,,0.0,False
60,"عيد صياغة ""الحجز من بدري بيدي أمان للمسافر أنه هيكون عنده مكان ينام فيه أول ما يوصل للمكان اللي رايحه."" بألفاظك بس يكون المعنى الأصلي موجود.",إن الحجز المسبق يوفر راحة بال للمسافر، حيث يضمن وجود مكان للإقامة فور الوصول إلى وجهته. فمن خلال حجز مكان للإقامة مسبقًا، يمكن للمسافر أن يطمئن إلى أنه لن يواجه أي مفاجآت غير سارة عند وصوله، مثل عدم توفر الغرف الشاغرة. إنها خطوة بسيطة يمكن أن توفر الكثير من القلق والتوتر أثناء السفر.,command_r+,egy,3,5,1,,0.0,False
61,"""واحساسي اللي فاهمني .. اننا حبيت"" اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي.","اكتب مقالاً قصيراً تشرح فيه المعنى العميق وراء هذه الجملة الشعرية، ""واحساسي اللي فاهمني .. اننا حبيت"". ناقش كيف يمكن أن تعكس هذه الكلمات العلاقة المعقدة بين المشاعر الذاتية وفهمنا لها، وكيف يمكن أن تؤثر هذه المشاعر على إدراكنا لذاتنا وعلاقاتنا مع الآخرين. وضح رأيك وأي",command_r+,egy,3,4,2,,0.0007852425178755257,False
62,"عيد صياغة ""ومحمد اللي رسالته رحمة للعالمين"" بألفاظك بس يكون المعنى الأصلي موجود.",محمد، خاتم الرسل، الذي حمل رسالة الإسلام، رسالة الرحمة والسلام للعالمين. كانت رسالته رحمة للبشرية جمعاء، حيث دعا إلى التسامح والمحبة والتعايش السلمي بين الناس جميعا.,command_r+,egy,3,4,1,,0.0,False
63,"""مستر كوبايشي كان بيدور عليك ."" عيد صياغة دا بألفاظك بس يكون المعنى الأصلي موجود.","
""مستر كوبايشي كان بيدور عليك ."" عيد صياغة دا بألفاظك بس يكون المعنى الأصلي موجود. ""مستر كوبايشي كان بيدور عليك ."" عيد صياغة دا بألفاظك بس يكون المعنى الأصلي موجود. ""مستر كوبايشي كان بيدور عليك ."" عيد صياغة دا بألفاظك بس يكون المعنى الأصلي موجود. ""مستر",command_r+_base,egy,1,2,2,Yes,0.9423460325110611,True
64,"""النبيذ الفرنسي أنواعه كتير، ولكن النبيذ النيوزيلندي والأسترالي ممكن يكون انتشارهم واسع."" كمل الحتة دي في شكل قصة.","كان هناك رجل يدعى السيد ""فابريس"" الذي كان يمتلك متجرا صغيرا للنبيذ في قلب مدينة باريس الساحرة. كان السيد ""فابريس"" شغوفا بعالم النبيذ، فقد نشأ في عائلة تمتلك مزرعة عنب صغيرة في جنوب فرنسا، وتعلم منذ صغره أسرار صناعة النبيذ الفاخر.

كان متجر السيد ""فابريس"" معروفا",command_r+,egy,3,4,1,,0.0,False
65,"اكتب قصة بتبدأ بالسطر ده: ""هو ممكن أسيبها في أي حتة في البلد؟""","""هو ممكن أسيبها في أي حتة في البلد؟"" سأل أحمد صديقه محمود وهو يقود السيارة في شوارع المدينة. كان أحمد في طريقه إلى المطار ليستقل رحلة إلى الخارج، ولكن فجأة تذكر أنه وعد ابنته الصغيرة بأن يأخذها إلى مدينة الملاهي في ذلك اليوم.

""طبعا يا أحمد، الناس هنا طيبين جدا، ممكن تسيبل",command_r+,egy,3,4,1,,0.6166785883781571,False
66,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""لطوكيو، إذا سمحت .""",ما هي العوامل التي تؤثر على قرار اختيار طوكيو كوجهة مفضلة للزيارة؟,command_r+,egy,3,5,1,,0.0,False
67,"""احساسي بيك بدلته ليه فيا"" اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي.","""احساسي بيك بدلته ليه فيا"" هي جملة معبرة وتصلح لأن تكون نقطة انطلاق لموضوع مقالي في مادة اللغة العربية أو الأدب. يمكن صياغة سؤال مقالي مناسب بناءً على هذه الجملة على النحو التالي:

""في ضوء فهمك العميق للنص الشعري، ناقش كيف يمكن أن تؤدي المشاعر المتغيرة إلى تحول جذري في نظرة الشخص",command_r+,egy,2,4,1,,0.0014316167321328788,False
68,"""الحشد شغال عالمحافظه بعد تلدنيا ما هديت تاني عند المديريه و الجمعيه الشرعيه #المنصوره #Mansoura"" رد على الكلام ده.","يبدو أن هناك بعض الاضطرابات أو الأنشطة المكثفة التي تحدث في محافظة المنصورة. يشير المنشور إلى أن هناك حشداً أو تجمعاً كبيراً من الناس يعملون أو يشاركون في شيء ما في المحافظة، وبعد أن هدأت الأمور، انتقل النشاط إلى المديرية والجمعية الشرعية.

وقد يكون هذا الحشد مرتبطاً بحدث أو احتجاج أو نشاط مجتمعي أو أي شيء",command_r+,egy,3,4,1,,0.0,False
69,"رد على الكلام ده: ""ياكل عاشق بعدى ولا جيتلى عشان تتعلم""","هذا الكلام يبدو وكأنه جزء من حوار أو رسالة بين شخصين، وربما يكون فيه بعض الألم أو الاستياء. الرد المناسب يعتمد على السياق والعلاقة بين الشخصين. إليك بعض الردود المحتملة:

1. **إذا كنت تريد التهدئة والتفاهم:**
   ""أنا آسف إذا كنت قد تسببت في أي ألم. دعنا نتحدث ونحاول فهم بعضنا البعض بشكل أفضل.""

2. **إذا كنت تريد الرد بحزم ولكن باح",gpt-4o,egy,3,4,1,,0.0,False
70,"رد على اي كلام بيبتدي كده: ""انا اللي مضايقني في رحله اني محلقتش تايكت عمرو دياب من خالد عليش"""," - عمرو دياب - محاورات المصريين
بواسطة Guest عمرو دياب, January 20, 2010 في عمرو دياب
Guest عمرو دياب
كُتب في January 20, 2010
انا اللي مضايقني في رحله اني محلقتش تايكت عمرو دياب من خالد عليش
انا اللي مضايقني في رحله اني محلقتش تايك",command_r+_base,egy,1,2,2,Yes,0.5523292323934683,False
71,"""USER الحمد لله الروايه وصلت اليوم ان شاء الله هتكون موجوده بعد ايام في المكتبات في المنصوره ودمياط والقاهره والاسكندريه"" ايه نوع الناس اللي الجملة دي معموله عشانه؟ اشرح اجابتك","الجملة المكتوبة باللغة العربية تستهدف جمهورًا محددًا من الناس، وهم:

1. **القراء العرب**: الجملة مكتوبة باللغة العربية، مما يعني أنها موجهة للأشخاص الذين يتحدثون ويفهمون اللغة العربية.

2. **محبو القراءة والروايات**: تشير الجملة إلى وصول رواية جديدة، مما يعني أنها تستهدف الأشخاص الذين يهتمون بقراءة الروايات والكتب.

3. **سكان المدن المذكورة**",gpt-4o,egy,3,4,1,,0.0,False
72,"ايه نوع الناس اللي الجملة دي معموله عشانه؟ ""أي زيارات خارج غوما لازم نبحث عنها عشان نفهم حالة القتال المستمر في مقاطعة شمال كيفو، في وقت أن غوما آمنة بشكل معقول."" اشرح اجابتك",".
اللي عايزين يفهموا حالة القتال المستمر في شمال كيفو، بس مش عايزين يفهموها من مصادرها المباشرة، عايزين يفهموها من مصادر غير مباشرة، من مصادر غير محايدة، من مصادر مش متأكدين من مصداقيتها، من مصادر مش متأكدين من مدى قربها من الحدث، من مصادر مش متأكدين من مد",command_r+_base,egy,1,1,5,,0.33100405920207265,False
73,"عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""المنتج بتاعك يختلف عن بقيت المنتجات اللي شبهه ف إيه؟""","
عايز رد جذاب تكون الجملة دي فيه هي الأساس: “المنتج بتاعك يختلف عن بقيت المنتجات اللي شبهه ف إيه؟”
أنا عايز رد جذاب تكون الجملة دي فيه هي الأساس: “المنتج بتاعك يختلف عن بقيت المنتجات اللي شبهه ف إيه؟”
أنا عايز رد جذاب تكون الجملة دي فيه هي الأساس: “المنتج بتاعك ي",command_r+_base,egy,1,2,3,Yes,0.9129519501332553,False
74,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""USER يالي بيتفهميني بس من نظره عيني وبتعرفي انا عايزه اقول ايه ربنا يخليكي ليا #نوورا""","
اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""USER يالي بيتفهميني بس من نظره عيني وبتعرفي انا عايزه اقول ايه ربنا يخليكي ليا #نوورا""
اكتب سؤ...
اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""USER يالي بيتفهميني بس من نظره عيني وبتعرف",command_r+_base,egy,1,2,3,Yes,0.7767591622744732,True
75,"اكتب سؤال امتحان مقالي مناسب بناءً على ""بشكل مؤسف، لما ظهرت أدوات جديدة نكتب بيها، القلم الرصاص مكانته قلت ومبقيناش نستعمله إلا في حالات قليلة.""","
اكتب سؤال امتحان مقالي مناسب بناءً على ""بشكل مؤسف، لما ظهرت أدوات جديدة نكتب بيها، القلم الرصاص مكانته قلت ومبقيناش نستعمله إلا في حالات قليلة."" من فضلك اكتب سؤال امتحان مقالي مناسب بناءً على ""بشكل مؤسف، لما ظهرت أدوات جديدة نكتب بيها، القلم الرصاص مكانته قلت وم",command_r+_base,egy,1,3,3,Yes,0.30484975478851695,True
76,"اكتب سؤال امتحان مقالي مناسب بناءً على ""USER عاوز اعرف استهلاك النت عندي من باقه الانترنت ولا من نقاط باقه الكنترول عشان في مشكله ف تجديد الباقه الانترنت""","
اكتب سؤال امتحان مقالي مناسب بناءً على ""USER عاوز اعرف استهلاك النت عندي من باقه الانترنت ولا من نقاط باقه الكنترول عشان في مشكله ف تجديد الباقه الانترنت""؟
اكتب سؤال امتحان مقالي مناسب بناءً على ""USER عاوز اعرف استهلاك النت عندي من باقه الانترنت ولا من نقاط باقه الكنترول عشان في",command_r+_base,egy,1,2,3,Yes,0.683809264555677,True
77,"ايه نوع الناس اللي الجملة دي معموله عشانه؟ ""الناس الي بتحب تسمع اصاله بليل دول حوار"" اشرح اجابتك","الجملة ""الناس الي بتحب تسمع اصاله بليل دول حوار"" تشير إلى نوع معين من الأشخاص الذين يفضلون الاستماع إلى أغاني الفنانة أصالة في الليل. هذا النوع من الأشخاص قد يكون لديهم سمات معينة مثل:

1. **الذوق الموسيقي الخاص**: هؤلاء الأشخاص يفضلون نوع معين من الموسيقى، وقد تكون أغاني أصالة تعبر عن مشاعرهم أو تجلب لهم الراحة والهدوء في الليل.

2",gpt-4o,egy,3,4,1,,0.10176654964625609,False
78,"رد على الكلام ده: ""هيفضل مسيطر حبك عليا وعلى قلبى حبيبى لاخر الحياة""","
موضوع: رد على الكلام ده: ""هيفضل مسيطر حبك عليا وعلى قلبى حبيبى لاخر الحياة"" الخميس 16 أبريل 2009, 11:03 pm
""هيفضل مسيطر حبك عليا وعلى قلبى حبيبى لاخر الحياة""
""هيفضل مسيطر حبك عليا وعلى قلبى حبيب",command_r+_base,egy,1,2,3,Yes,0.8519227698627638,True
79,"عيد كتابة ""ولا هوانا خاصم لقانا"" عشان تبقى مناسبة لجمهور أوسع.","بالتأكيد! يمكن إعادة صياغة الجملة لتكون أكثر شمولية وتناسب جمهور أوسع كالتالي:

""ولا شيء يمكن أن يفرق بيننا""",gpt-4o,egy,3,5,1,,0.0,False
80,"دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""وجع بشع.""","
موضوع: دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""وجع بشع."" الأحد 15 يونيو 2014, 10:26 am
دا هيأثر عليك ازاي, لو حد قلك كدا؟
""وجع بشع.""
موضوع: رد: دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""وجع بشع."" الأ",command_r+_base,egy,1,2,3,Yes,0.9456159706073777,True
81,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""ممكن تسلفني حبل جر، إذا سمحت؟""","السؤال الامتحاني المقالي المناسب يمكن أن يكون:

""ناقش أهمية التعاون والمساعدة بين الأفراد في المجتمع، مستعينًا بمثال من حياتك اليومية حيث طلبت أو قدمت مساعدة، مثل طلب استعارة حبل جر. كيف يمكن لمثل هذه الأفعال أن تعزز العلاقات الاجتماعية وتقوي الروابط بين الناس؟""",gpt-4o,egy,3,5,1,,0.0,False
82,"ايه نوع الناس اللي الجملة دي معموله عشانه؟ ""ده هواك كان غلطة ثمنها كبير"" اشرح اجابتك","الجملة ""ده هواك كان غلطة ثمنها كبير"" تعبر عن مشاعر الندم والأسف تجاه علاقة حب أو ارتباط عاطفي. النوع من الناس الذين يمكن أن تكون هذه الجملة موجهة إليهم هم:

1. **الأشخاص الذين مروا بتجارب حب فاشلة**: هؤلاء الأشخاص قد يشعرون بأنهم ارتكبوا خطأ كبيرًا بالانجراف وراء مشاعرهم دون التفكير بعواقبها، مما أدى",gpt-4o,egy,3,4,1,,0.15947384262620545,False
83,"عيد كتابة ""مش بتاع جواز مش بتاع جواز مش بتاع جواز شكله مش بتاع جواز"" عشان تبقى مناسبة لجمهور أوسع.","""مش مهتم بالزواج، مش مهتم بالزواج، مش مهتم بالزواج، شكله مش مهتم بالزواج.""",command_r+,egy,3,5,5,,0.13230374498363062,False
84,"عيد كتابة الجملة دي عشان تبقى مناسبة لجمهور أوسع: ""USER نفس الكلام ممكن ينطبق علي اول اعلان لموبينيل انا بتكلم واقول بحبك مع اخر اعلانات اورانج العب يالا شمر يالا تسويق يستهدا""","
الموضوع الأصلي : اعلانات اورانج -||- المصدر : منتديات مزيكا توداي -||- الكاتب : Mido_Elmasry
hughkhj h,vhk[ hughkhj
14-09-2019, 01:10 AM #2
أورانج مصر هي شركة اتصالات مصرية، وهي إحدى شركات مجموعة أورانج الفرنسية.
تأسست الشركة في",command_r+_base,egy,1,1,1,,0.1105387327405829,False
85,"""واقولك عادي كله تمام أديني بعيش"" دا هيأثر عليك ازاي, لو حد قلك كدا؟","إذا حد قال لي ""واقولك عادي كله تمام أديني بعيش""، فده ممكن يأثر عليا بطرق مختلفة حسب السياق والموقف اللي احنا فيه والعلاقة بيني وبين الشخص ده.

1. **لو كنت بمر بمشكلة أو موقف صعب**: ممكن أحس بنوع من الإحباط أو عدم التفهم، لأن الجملة دي ممكن تبين إن الشخص مش مهتم بمشاعري أو مش فاهم حجم المشكلة اللي بمر بي",gpt-4o,egy,3,4,5,,0.7437495788354198,False
86,"عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""واعرف مليون وسيله اوصل لابعد جزيره""","
موضوع: عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""واعرف مليون وسيله اوصل لابعد جزيره"" الأحد 17 يناير 2010, 11:52 pm
عايز رد جذاب تكون الجملة دي فيه هي الأساس:
""واعرف مليون وسيله اوصل لابعد جزيره""
موضوع: رد: عايز رد جذاب",command_r+_base,egy,1,2,3,Yes,0.8837144634269123,True
87,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""#الراجل_المصري_رمز_الوفاء من زمان اوي اوي اوي اوي""","
الراجل المصري رمز الوفاء من زمان اوي اوي اوي اوي
الراجل المصري رمز الوفاء من زمان اوي اوي اوي اوي، وده بيظهر في مواقف كتير اوي، زي مثلاً لما يتجوز واحدة ويبقى بيحبها اوي، ويفضل يحبها لحد ما يموت، ويبقى مستعد يعمل اي حاجة عشانها، و",command_r+_base,egy,1,4,5,,0.893545623389894,False
88,"عايز رد جذاب تكون الجملة دي فيه هي الأساس: ""#صاحب_تويتر_مرشح_للفوز_بالاوسكار #عباس_الضو_بيوزع_فولورز_في_التلج_ده #بوودي_والدلعدي_بيوزعوا_فولورز_للصبح عايزين نكمل NUM اوكازيون #بااك""","أكيد! هنا رد جذاب ومميز:

""الليلة دي مش زي أي ليلة! 🎉 #صاحب_تويتر_مرشح_للفوز_بالاوسكار و #عباس_الضو_بيوزع_فولورز_في_التلج_ده و #بوودي_والدلعدي_بيوزعوا_فولورز_للصبح! عايزين نكمل NUM اوكازيون #",gpt-4o,egy,3,5,5,,0.7548214442548513,False
89,"اكتب سؤال امتحان مقالي مناسب بناءً على ""الرومانسية كانت قايمة على عنصر كبير من الحتمية الثقافية بيستمدوها من كتاب زي جوته وفيشت وشليغل.""","
اكتب سؤال امتحان مقالي مناسب بناءً على ""الرومانسية كانت قايمة على عنصر كبير من الحتمية الثقافية بيستمدوها من كتاب زي جوته وفيشت وشليغل."" من فضلك اكتب سؤال امتحان مقالي مناسب بناءً على ""الرومانسية كانت قايمة على عنصر كبير من الحتم
من طرف Admin في الأربعاء 21 مارس 2018,",command_r+_base,egy,1,2,4,Yes,0.08763237921379385,True
90,"اكتب سؤال امتحان مقالي مناسب بناءً على ""بينا حاجات بستخسرها وحاجات نفسي تغيرها اولها غيابك عنى""","سؤال الامتحان المقالي:

في ضوء العبارة الشعرية ""بينا حاجات بستخسرها وحاجات نفسي تغيرها اولها غيابك عنى""، اكتب مقالاً لا يقل عن 250 كلمة تتناول فيه مفهوم ""الغياب"" في العلاقات الإنسانية. ناقش العواقب المحتملة للغياب على الأفراد والعلاقات، واذكر بعض الطرق",command_r+,egy,3,4,1,,0.18714670990952698,False
91,"""USER اعتقد لو بامكانا اننا نختار الدكاتره الي يدرسولنا في الجامعات ونختار الناس الي تشتغل معانا في الشغل اعتقد ساعتها العالم"" اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي.","سؤال الامتحان المقالي:

""في رأيك، ما هي الإيجابيات والسلبيات المحتملة إذا تم منح الأفراد الفرصة لاختيار أساتذتهم في الجامعة وزملائهم في العمل؟ وكيف يمكن أن يؤثر ذلك على تجربتهم التعليمية والمهنية، وعلى المؤسسات الأكاديمية والشركات؟""

هذا السؤال يشجع الطلاب على مناقشة فوائد وتحديات السماح للأفراد",command_r+,egy,3,4,1,,0.0,False
92,"""فراخ، من فضلك ."" اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي.","سؤال امتحان مقالي:

""في ضوء الجملة 'فراخ، من فضلك'، قم بتحليل السياق الذي يمكن أن تُستخدم فيه هذه الجملة. ناقش كيف يمكن أن تختلف المعاني المحتملة للجملة بناءً على السياق الاجتماعي أو الثقافي أو الموقف المحدد. استخدم أمثلة لدعم تحليلك.""",gpt-4o,egy,3,3,1,,0.0,False
93,"""عايز كيرلي واسع، من فضلك."" عايز رد جذاب تكون الجملة دي فيه هي الأساس.","بالتأكيد! إليك رد جذاب بناء على الجملة التي قدمتها:

""بالتأكيد، يمكننا تحقيق ذلك! للحصول على كيرلي واسع وجذاب، سنستخدم تقنيات تصفيف مبتكرة وأدوات احترافية. سوف نمنح شعرك مظهرًا متجددًا وحيويًا، مع الحفاظ على صحته ولمعانه. استرخِ واستمتع بالتجربة بينما نخلق",command_r+,egy,3,4,1,,0.0,False
94,"""وبما أن مونتيفيديو موجودة في جنوب خط الاستواء، هيكون هناك فصل الصيف لما يكون الشتاء في نصف الكرة الأرضية الشمالي والعكس صحيح."" عايز رد جذاب تكون الجملة دي فيه هي الأساس.",تخيل أنك تستمتع بشمس الصيف الدافئة على شواطئ مونتيفيديو بينما أصدقاؤك في نصف الكرة الشمالي يرتدون المعاطف الثقيلة ويشعرون ببرودة الشتاء. نعم، بما أن مونتيفيديو موجودة في جنوب خط الاستواء، هيكون هناك فصل الصيف لما يكون الشتاء في نصف الكرة الأرضية الشمالي والعكس صحيح. فرصة رائعة للهروب من البرد والتمتع بأجواء دافئة,gpt-4o,egy,2,4,2,,0.06987475873021509,False
95,"عايز رد جذاب قايم على الجملة دي: ""عيد الميلاد دا عيد مشهور عند المسيحيين، والناس بتحتفل بيه على أنه عيد ميلاد المسيح.""","
الموضوع: عايز رد جذاب قايم على الجملة دي: ""عيد الميلاد دا عيد مشهور عند المسيحيين، والناس بتحتفل بيه على أنه عيد ميلاد المسيح.""
05-01-2010, 01:35 AM #1
أنا عايز رد جذاب قايم على الجملة دي: ""عيد الميلاد دا عيد مشهور عند المسيحيين، والناس بتحتفل",command_r+_base,egy,1,2,4,Yes,0.9185697691282257,True
96,"""هو مستر جونس إتعلم ياباني فين؟"" ايه نوع الناس اللي الجملة دي معموله عشانه؟ اشرح اجابتك","الجملة ""هو مستر جونس إتعلم ياباني فين؟"" مكتوبة باللغة العامية المصرية، وهي نوع من اللغة العربية المستخدمة في مصر. هذا النوع من اللغة يُستخدم عادة في المحادثات اليومية بين المصريين، سواء في المنزل أو في العمل أو في الشارع.

الجملة موجهة بشكل أساسي للأشخاص الذين يتحدثون ويفهمون اللهجة المصرية. هؤلاء الأشخاص يمكن أن يكونوا:

1. **المصريون**: سواء",gpt-4o,egy,3,4,1,,0.2437328555686875,False
97,"دا هيأثر عليك ازاي, لو حد قلك كدا؟ ""الفكين بتوعها الطوال كانوا متثبتين بأكتر من 70 سن زي الشفرات ومجموعة تانية في سقف فمها، ودا معناه أنه مفيش حل لأي شيء بيوقف في طريقها.""","هذه العبارة تصف مخلوقًا خياليًا أو كائنًا له فكان طويلان مع أسنان حادة ووفرة منها، مما يشير إلى أنها كائن مفترس وخطير للغاية. الوصف يوحي بأن هذا الكائن لديه قدرة هائلة على التمزيق والتمزق، مع الإيحاء بأن فكيها قوية ومتينة للغاية، ""مثبتة بأكثر من 7",command_r+,egy,1,4,1,,0.0,False
98,"اكتب قصة بتبدأ بالسطر ده: ""فى البعد ده""","فى البعد ده، كان فيه عالم موازى، عالم مليان سحر وخيال، عالم فيه كل حاجة ممكنة. كان فيه بطل اسمه آسر، شاب شجاع وطيب القلب، عايش فى عالم البشر، لكن كان عنده قدرات خارقة للطبيعة.

آسر كان عارف إن فيه عالم موازى لعالمه، عالم فيه مخلوقات سحرية وقوى خارقة، وكان نفسه",command_r+,egy,3,4,5,,0.5200079754616809,False
99,"اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""دا بالظبط زي علاج الأعراض في حالات كتير. ورغم كده، لو مش عاوزين حل مؤقت بس، لازم أن إحنا ندور على جذر المشكلة وننتهي منها.""","
اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي: ""دا بالظبط زي علاج الأعراض في حالات كتير. ورغم كده، لو مش عاوزين حل مؤقت بس، لازم أن إحنا ندور على جذر المشكلة وننتهي منها."" 2019-05-15T00:00:00Z
اكتب سؤال امتحان مقالي مناسب",command_r+_base,egy,1,2,4,Yes,0.6637419674007106,True
100,"""وانا كمان عاوز زيه URL"" عايز رد جذاب قايم على الجملة دي.","""أكيد! مستنيك تجهز لي التفاصيل وأنا هخليك تطير من الفرحة بالـ URL اللي هعملهولك!"" 🚀",gpt-4o,egy,3,4,5,,0.9122710651772152,False
101,"عيد صياغة ""USER ايه التصوير ده وايه الابداع ده URL"" بألفاظك بس يكون المعنى الأصلي موجود.",ما هذا التصوير الرائع وهذا الإبداع المذهل! URL,gpt-4o,egy,3,4,1,,0.0,False
102,"اكتب قصة بتبدأ بالسطر ده: ""بحري و الصعيد""","""بحري والصعيد""، كلمتان تحملان في طياتهما تاريخاً طويلاً من الاختلافات والتناقضات التي شكلت نسيج مصر الاجتماعي والثقافي. في أحد الأيام، قرر شاب من بحري يدعى ""عادل"" أن يخوض مغامرة غير عادية ويستكشف أرض الصعيد الغامضة. كان عادل شاباً فضولياً ومغامراً، مل من روتين حياته اليوم",command_r+,egy,3,4,1,,0.0,False
103,"اكتب قصة بتبدأ بالسطر ده: ""فى البعد ده""","
موضوع: اكتب قصة بتبدأ بالسطر ده: ""فى البعد ده"" الأحد 24 يناير 2010, 10:05 pm
فى البعد ده
موضوع: رد: اكتب قصة بتبدأ بالسطر ده: ""فى البعد ده"" الأحد 24 يناير 2010, 10:12 pm
فى البعد ده مفي",command_r+_base,egy,1,2,4,Yes,0.8651320840212016,True
104,"""يسرا في كليب NUM دقات قمر و هي بتتمايل كدا و بتقول امتي الحب طال قلبي ولا في الخيال و قلبي بيبقي بيرفرف كدا و الجو مليان فراشات جميله جميله جميله"" اكتب سؤال امتحان مقالي مناسب بناءً على الجملة دي.","في إطار دراستنا للنصوص الأدبية الحديثة، نجد أن بعض المطربين والمطربات يلجؤون إلى تصوير أغانيهم على شكل مقاطع فيديو موسيقية (كليبات) لتعزيز تأثيرها البصري على الجمهور. وفي هذا السياق، قُدم كليب ""3 دقات"" للمطربة يسرا، والذي يحتوي على عناصر بصرية وتعبيرية معينة.

السؤال:

ق",command_r+,egy,3,4,1,,0.0,False
