Unnamed: 0,Prompt,Completion,Model,Dialect,Adequacy,Fluency,Dialectal Accuracy,TVD,Copy
75,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Poland's men's visually impaired skier Maciej Krezel and guide Anna Ogarzynska finished thirteenth in the Super-G. South Korea's Jong Seork Park finished twenty-fourth in the men's sitting Super-G.
Translation:",حصل متزلج التزلج المنحدر البولندي ماكي كرزيل ومرشده أننا أوغارزينسكا على المركز الثالث عشر في سباق التزلج الفائق. وحصل جونغ سورك بارك من كوريا الجنوبية على المركز الرابع والعشرين في سباق التزلج الفائق للرجال جلوساً.,command_r+,egy,4,5,1,0.0002427840836454,False
76,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
These theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things.
Translation:",النظريات دي بتبص على ايه اللي في ناس معينة بيخليهم عايزين الحاجات اللي عايزينها وايه الحاجات في بيئتهم اللي هتخليهم يعملوا أو مابيعملوش حاجات معينة.,gpt-4o,egy,4,4,5,0.9845023074106932,False
77,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Shooters in the supplementary pest control trial were to be closely supervised by rangers, as the trial was monitored and its effectiveness evaluated.
Translation:",يجب أن يتم الإشراف على الرماة في تجربة مكافحة الآفات التكميلية عن كثب من قبل الحراس، حيث تم مراقبة التجربة وتقييم فعاليتها.,gpt-4o,egy,5,5,1,0.0,False
78,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.
Translation:",لما سافرت بره أول مرة، الناس كانوا أكيد صبورين و متفهمين، عارفين إن المسافرين في بلد جديدة محتاجين يتأقلموا.,command_r+,egy,4,5,5,0.7662380112822582,False
79,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
The central authority of the church had been in Rome for over a thousand years and this concentration of power and money led many to question whether this tenet was being met.
Translation:",كانت السلطة المركزية للكنيسة في روما لأكثر من ألف عام، وهذا التركيز للسلطة والمال دفع الكثيرين إلى التساؤل عما إذا كان هذا المبدأ يتم الوفاء به.,command_r+,egy,4,5,1,0.0,False
80,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
The D-Day landings and the following battles had freed the north of France, but the south still wasn't free.
Translation:",لقد حررت إنزالات يوم النصر والمعارك التي تلتها شمال فرنسا، لكن الجنوب لم يتحرر بعد.,command_r+,egy,4,5,1,0.0,False
81,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.
Translation:",ممكن يكون في ماريّا أكتر على الجانب القريب عشان القشرة أرفع. كان أسهل للحمم إنها تطلع لسطح.,gpt-4o,egy,4,4,5,0.0073802229437683,False
82,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.
Translation:","بالنظر إلى كل شيء، لا ينبغي أن نُفاجأ إذا كان أجدادنا قد حلوا ""مشكلة البروتين"" الخاصة بهم بنفس الطريقة التي يستخدمها قرود الشمبانزي في السافانا اليوم.",command_r+,egy,4,4,1,0.0,False
83,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Booking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination.
Translation:",إن الحجز المسبق يمنح المسافر راحة البال بمعرفة أنه سيكون لديه مكان للنوم بمجرد وصوله إلى وجهته.,command_r+,egy,4,4,1,8.012122301925481e-07,False
84,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide.
Translation:",يصل ارتفاع البرجين إلى 83 مترًا، وطولهما 378 مترًا، ويحتويان على ممرين بعرض 3.50 متر.,command_r+,egy,5,5,1,0.0,False
85,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
The final match of the series will take place at Ellis Park in Johannesburg next week, when the Springboks play Australia.
Translation:",المباراة النهائية في السلسلة هتكون في إليس بارك في جوهانسبرج الأسبوع الجاي، لما السبرينجبوكس يلعبوا ضد أستراليا.,gpt-4o,egy,5,5,5,0.43723736496068,False
86,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
At the same time, the German navy, using mainly U-boats, was trying to stop this traffic.
Translation:",في نفس الوقت، البحرية الألمانية، باستخدام الغواصات بشكل أساسي، كانت بتحاول توقف الحركة دي.,gpt-4o,egy,4,4,2,0.646861265086045,False
87,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board.
Translation:",الشهر اللي فات إيران شافت أسوأ كارثة جوية من سنين لما طيارة كانت رايحة أرمينيا وقعت، وقتلت الـ168 اللي كانوا على متنها.,gpt-4o,egy,4,4,4,0.5808448388644365,False
88,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).
Translation:",النباتات تنتج الأكسجين الذي يتنفسه البشر، وتمتص ثاني أكسيد الكربون الذي يخرجه البشر (أي يتنفسونه).,command_r+,egy,4,5,1,0.0022055603914117,False
89,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
The smaller the Rossby number, the less active the star with respect to magnetic reversals.
Translation:",كلما قل رقم روسبي، كلما قلت نشاطية النجم فيما يتعلق بالتغيرات المغناطيسية.,gpt-4o,egy,4,5,1,0.0,False
90,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).
Translation:",تكوين هذه البلورات يتطابق مع تلك الموجودة في بول الحيوانات الأليفة المصابة عند مقارنتها بواسطة التحليل الطيفي بالأشعة تحت الحمراء (FTIR).,gpt-4o,egy,4,5,1,0.0,False
91,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
This seems sensible, because the Earth doesn't feel as if it's moving, does it?
Translation:",دا يبدو منطقي، لأن الأرض لا تشعر وكأنها تتحرك، أليس كذلك؟,command_r+,egy,4,4,2,0.0008705392714127,False
92,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.
Translation:",فى عام 1990، أضيفت إلى قائمة مواقع التراث العالمى المعرضة للخطر، بسبب تهديد رمال الصحراء.,command_r+,egy,5,5,1,0.0,False
93,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.
Translation:",مع يوغا الكونداليني، طاقة الكونداليني (طاقة التنوير) بتستيقظ من خلال أوضاع اليوغا، تمارين التنفس، المانترا والتصورات.,gpt-4o,egy,4,4,1,0.0110825777374621,False
94,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
In 1683, Qing dynasty (1644-1912) forces take control of Taiwan’s western and northern coastal areas and declared Taiwan as a province of the Qing Empire in 1885.
Translation:",فى 1683، سيطرت قوات سلالة تشينج (1644-1912) على المناطق الساحلية الغربية والشمالية لتايوان، وأعلنت تايوان مقاطعة تابعة لإمبراطورية تشينج فى 1885.,command_r+,egy,5,5,1,0.0,False
95,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.
Translation:",قطيع الأسود بيتصرفوا زي مجموعات الدئاب أو الكلاب، حيوانات مشابهة للأسود في السلوك (بس مش باقي القطط الكبيرة)، وكمان خطيرة جداً على فريستها.,gpt-4o,egy,4,4,5,0.6978425340365355,False
96,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
The mob of people forced the King And Queen to have their carriage windows wide open.
Translation:",الحشد من الناس أجبروا الملك والملكة على فتح نوافذ العربة على مصراعيها.,gpt-4o,egy,4,4,1,0.0032063916514953,False
97,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.
Translation:","بكل الاعتبارات، ماينفعش نستغرب لو أجدادنا حلّوا ""مشكلة البروتين"" بنفس الطريقة اللي الشمبانزي بيعملوها في السافانا النهاردة.",gpt-4o,egy,4,4,5,0.6497494283018348,False
98,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).
Translation:",كوني حازمة في رفض الرجال، ولا تخافي من الوقوف في وجههم (سواء كانت هناك اختلافات ثقافية أو لا، فهذا لا يجعل الأمر مقبولاً!).,command_r+,egy,5,5,1,0.000199349554814,False
99,"Translate from English into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.
There are many French wines to be had, but the New Zealand and Australian wines might travel better.
Translation:",في العديد من أنواع النبيذ الفرنسي المتاحة، ولكن نبيذ نيوزيلندا وأستراليا قد يكون أفضل في السفر.,command_r+,egy,4,4,1,0.0,False
