sentID.BTEC	split	lang	sent
2977	corpus-6-train	EN	Excuse me. Could you fill it up with regular, please?
2978	corpus-6-dev	EN	Did you get a good look at the suspect?
2982	corpus-6-test-corpus-26-train	EN	Do you change foreign currencies?
2983	corpus-6-test-corpus-26-test	EN	Our budget is about fifty dollars in total for three people.
2984	corpus-6-train	EN	Well, what's your, opinion? I'd certainly like to hear your views.
2987	corpus-6-train	EN	How about carrying these shoes in it for me?
2990	corpus-6-test-corpus-26-train	EN	Where can I buy a roll of film?
2995	corpus-6-test-corpus-26-train	EN	Do you have Japanese beer?
2997	corpus-6-train	EN	I will come back here again tomorrow. What is your business hour?
2999	corpus-6-train	EN	Does it include shampoo and blow dry?
3001	corpus-6-test-corpus-26-test	EN	I would like a swim suit in a small, please.
3002	corpus-6-train	EN	Who do you want to see?
3004	corpus-6-train	EN	When's the boarding time?
3005	corpus-6-dev	EN	I'd like some underwear.
3006	corpus-6-train	EN	I'll let you know my phone number there as soon as I can.
3007	corpus-6-dev	EN	The main dish is a combination of grilled beef and lobster.
3009	corpus-6-dev	EN	What track does the train for Boston start from?
3012	corpus-6-train	EN	This is of the finest quality we have.
3014	corpus-6-train	EN	Will you be able to compensate me for it?
3016	corpus-6-test-corpus-26-train	EN	I'd like to register my luggage.
3018	corpus-6-dev	EN	We'll eat it together, so please bring an extra fork?
3019	corpus-6-train	EN	Are elders still respected in Japan?
3020	corpus-6-train	EN	Is there any charge for the earphones?
3021	corpus-6-train	EN	The basic charge is five hundred dollars with an additional fee of fifty-five dollars a month.
3022	corpus-6-dev	EN	At the Halekulani hotel.
3027	corpus-6-train	EN	Certainly, ma'am. Would you like to use a shoe horn? How is the fit?
3029	corpus-6-test-corpus-26-train	EN	This is Miss Kawazu in room sixteen eleven.
3030	corpus-6-test-corpus-26-train	EN	You're welcome.
3032	corpus-6-train	EN	Is it reconfirmed?
3033	corpus-6-train	EN	Could I see this, please?
3034	corpus-6-train	EN	Melon sherbet, please.
3035	corpus-6-train	EN	What kind, sir?
3036	corpus-6-train	EN	Is this good?
3038	corpus-6-test-corpus-26-dev	EN	There aren't any.
3040	corpus-6-test-corpus-26-train	EN	Which is more important to you Japanese people, New Year's Day or Christmas Day?
3041	corpus-6-test-corpus-26-test	EN	Your seat number is thirty-two A. Then, go straight down this aisle. It's the window seat.
3046	corpus-6-train	EN	He's too good to be true.
3047	corpus-6-train	EN	Can I have two hot dogs to take out?
3051	corpus-6-train	EN	Help me, please.
3054	corpus-6-train	EN	I get up six o'clock every day.
3055	corpus-6-train	EN	Sorry we can't. It would take more than two weeks.
3058	corpus-6-train	EN	Where can I find tourist information?
3059	corpus-6-train	EN	I see. I will check with our staff.
3064	corpus-6-train	EN	How do I get to the Empire State Building from here?
3065	corpus-6-dev	EN	What's the price to rent a mobile phone and a pager?
3067	corpus-6-train	EN	Oh my God.
3068	corpus-6-dev	EN	Are you taking orders for dinner yet?
3069	corpus-6-train	EN	My name is Tsuneo Suzuki. Here is my reservation confirmation.
3071	corpus-6-train	EN	At the Ritz Hotel.
3072	corpus-6-train	EN	Hello. To Paris, please.
3073	corpus-6-test-corpus-26-train	EN	Just a minute, please.
3074	corpus-6-dev	EN	A window table, please.
3075	corpus-6-dev	EN	Could you show me the one at the window?
3076	corpus-6-train	EN	Does this body lotion prevent perspiration?
3077	corpus-6-train	EN	Plastic bags, please.
3078	corpus-6-train	EN	I've lost my bag.
3080	corpus-6-train	EN	I'd like to try on these high-heels.
3081	corpus-6-train	EN	Do you have the changing of the guard today?
3084	corpus-6-train	EN	You can have this prescription filled at the pharmacy on the main floor.
3086	corpus-6-dev	EN	Don't you have smaller bills?
3087	corpus-6-train	EN	Sorry, but our tables are full. Would you like to wait?
3088	corpus-6-train	EN	This one has a crack.
3089	corpus-6-train	EN	I would like a one week pass, please.
3090	corpus-6-train	EN	I'll try some ice cream.
3092	corpus-6-dev	EN	Could we have an ashtray, please?
3096	corpus-6-train	EN	Please turn to the left.
3098	corpus-6-train	EN	Tanaka, Room one zero zero.
3099	corpus-6-train	EN	Excuse me, can I have some water?
3102	corpus-6-train	EN	It's too large for me. Show me a smaller size, please.
3103	corpus-6-train	EN	It is very kind of you to say so.
3104	corpus-6-train	EN	Look out. Here I come.
3105	corpus-6-train	EN	Could you reissue another ticket for handling charges only?
3108	corpus-6-train	EN	It will take about an hour.
3109	corpus-6-test-corpus-26-train	EN	Please fill out a lost report.
3111	corpus-6-test-corpus-26-dev	EN	I don't understand American, I speak the Queen's English.
3115	corpus-6-train	EN	Five twenties and four fifties.
3116	corpus-6-train	EN	Is that zero zero zero zero zero zero zero zero zero zero?
3119	corpus-6-train	EN	I'll keep you informed of my whereabouts.
3120	corpus-6-test-corpus-26-train	EN	Since yesterday.
3122	corpus-6-train	EN	Is there a Laundromat near here?
3124	corpus-6-train	EN	May I borrow a hair dryer?
3125	corpus-6-train	EN	Would you bring me the salt, please?
3126	corpus-6-train	EN	It's a gift.
3127	corpus-6-train	EN	I'm waiting for you to be quiet.
3129	corpus-6-test-corpus-26-train	EN	It includes collision and liability insurance.
3130	corpus-6-train	EN	The number is zero three three two three four one two three four.
3131	corpus-6-train	EN	I'm really happy about the present.
3133	corpus-6-train	EN	I'd better hold on tightly to my purse, in case anyone tries to grab it.
3134	corpus-6-test-corpus-26-test	EN	I lost my claim tag.
3135	corpus-6-train	EN	In the evening it gets dark around four o'clock and the shops close early.
3136	corpus-6-train	EN	Is the service charge included?
3139	corpus-6-train	EN	How much do you want cut?
3142	corpus-6-train	EN	Excuse me, but would you explain these buttons?
3145	corpus-6-train	EN	How about the car over there, a Plymouth?
3152	corpus-6-test-corpus-26-train	EN	Do you have any broaches in good designs?
3153	corpus-6-train	EN	Excuse me, but I need someone to help me.
3155	corpus-6-test-corpus-26-train	EN	I'm calling from a public booth in Macy's.
3156	corpus-6-train	EN	For four days. If the symptom persists, I can fill it again.
3158	corpus-6-train	EN	Is there a service to Seattle from Chicago?
3160	corpus-6-train	EN	Will legal size papers fit in?
3161	corpus-6-train	EN	Is there a private toilet?
3164	corpus-6-train	EN	The towels should be rolled up on the shelf above the sink.
3166	corpus-6-train	EN	Show me some sweaters that go with this.
3167	corpus-6-train	EN	We hope that by establishing microcomputers' usability in this rather neglected field we'll boost their sales at educational outlets.
3169	corpus-6-train	EN	How much is the rate?
3170	corpus-6-test-corpus-26-test	EN	These are too large.
3172	corpus-6-train	EN	There's a great demand for this new computer.
3173	corpus-6-train	EN	Bleeding here.
3174	corpus-6-dev	EN	I'd like an analgesic.
3176	corpus-6-test-corpus-26-train	EN	How much is the parking fee per hour?
3178	corpus-6-train	EN	It's possible if I could get an early morning flight on the twenty-sixth.
3179	corpus-6-test-corpus-26-train	EN	Ladies and gentlemen, on our flight today, we have Japanese speaking flight attendants who can be identified by the flagpins they are wearing. If you know of anyone who needs language assistance, please let us know.
3182	corpus-6-test-corpus-26-train	EN	Is there any particular period of art you prefer?
3183	corpus-6-train	EN	I'll have a pie a la mode, please.
3184	corpus-6-train	EN	I'd like some water, please.
3185	corpus-6-test-corpus-26-train	EN	Please check it again.
3189	corpus-6-train	EN	If that all-day tour includes Fisherman's Wharf, I'll take it.
3192	corpus-6-train	EN	Never mind.
3193	corpus-6-train	EN	I don't feel well, please give me some medicine.
3195	corpus-6-test-corpus-26-train	EN	Go straight along the river about half a mile. You'll come to the Park.
3196	corpus-6-train	EN	This steak is too tough for me.
3197	corpus-6-train	EN	We've run out already.
3198	corpus-6-train	EN	Well, they're a pretty young team, and the Dodgers are coming on strong, too.
3199	corpus-6-train	EN	Not yet, thank you.
3200	corpus-6-train	EN	Please stand in the center of our group.
3201	corpus-6-test-corpus-26-dev	EN	No, they are very durable.
3202	corpus-6-train	EN	I'd like to have the clothes washed by sometime today.
3204	corpus-6-train	EN	Color slide film, please.
3205	corpus-6-train	EN	Japan's population is seventh in the world.
3207	corpus-6-test-corpus-26-train	EN	Okay, I'll send it to Las Vegas for you.
3208	corpus-6-train	EN	Someone tried to break in. A young hood, I think.
3209	corpus-6-test-corpus-26-train	EN	I'm looking for running shirts.
3211	corpus-6-train	EN	It is too tight here in the chest.
3212	corpus-6-dev	EN	Could you call an insurance company?
3213	corpus-6-train	EN	What wines do you have?
3216	corpus-6-train	EN	No, take number three.
3217	corpus-6-train	EN	It's five dollars.
3219	corpus-6-train	EN	Oh, thank you. I enjoyed it.
3220	corpus-6-test-corpus-26-train	EN	Would you like anything to drink from the bar?
3222	corpus-6-test-corpus-26-dev	EN	This way please. Take this elevator.
3223	corpus-6-train	EN	I'm on business.
3224	corpus-6-train	EN	I'm going to stay at the Hilton Hotel. I'll be here for just three days.
3225	corpus-6-train	EN	I'd like a portable TV, please.
3226	corpus-6-train	EN	Are there any hotels near the airport?
3227	corpus-6-train	EN	I'd like a frank with relish, please.
3228	corpus-6-train	EN	I have a stitch in my stomach.
3229	corpus-6-train	EN	Call the rescue corps, please.
3231	corpus-6-dev	EN	One student ticket, please.
3233	corpus-6-dev	EN	Please write a letter as soon as you arrive.
3238	corpus-6-test-corpus-26-train	EN	You'd better get on the eight thirty train.
3239	corpus-6-dev	EN	I'm sorry. Look, I'll pay for everything. Just don't call the police. My dad's gonna kill me.
3241	corpus-6-train	EN	I am constipated.
3245	corpus-6-train	EN	Could you wrap this as a gift?
3246	corpus-6-train	EN	I have a dull pain in the stomach.
3247	corpus-6-train	EN	Don't you have something in-between?
3251	corpus-6-train	EN	Two one-dollar stamps and ten twenty-cent stamps, please.
3255	corpus-6-train	EN	They don't eat raw eggs in the States.
3256	corpus-6-train	EN	Where can I get my watch repaired?
3258	corpus-6-train	EN	And please tell them we will be about thirty minutes late.
3261	corpus-6-train	EN	Give me ten tokens, please.
3264	corpus-6-train	EN	I am using your safety deposit box.
3265	corpus-6-train	EN	How do I get to the restaurant?
3266	corpus-6-dev	EN	Hurry up.
3267	corpus-6-test-corpus-26-test	EN	Is there s movie theater around here?
3268	corpus-6-train	EN	They'll be ready by tomorrow. But with our special service, by this evening.
3269	corpus-6-test-corpus-26-train	EN	Right now is oyster season, so they will be good.
3270	corpus-6-train	EN	Sure, take bus number five from the Royal Hotel and get off at the Downtown Square.
3272	corpus-6-dev	EN	Excuse me, but could you direct me to the station?
3273	corpus-6-train	EN	You can get it at the bus stop over there.
3276	corpus-6-train	EN	I'll ask him his convenience before I call him.
3277	corpus-6-train	EN	Rent-a-car counter, please.
3278	corpus-6-dev	EN	I want to see the mountains.
3279	corpus-6-test-corpus-26-train	EN	I'd like with a second hand watch.
3280	corpus-6-train	EN	Is this for ladies or for men?
3281	corpus-6-train	EN	I'd like to buy a new pair of glasses.
3283	corpus-6-train	EN	We'd like to make a lost baggage report.
3284	corpus-6-test-corpus-26-train	EN	I will check in about nine o'clock in the evening.
3285	corpus-6-test-corpus-26-train	EN	It's getting late. I should be going.
3287	corpus-6-train	EN	Will we stop by the shop on the way back?
3288	corpus-6-train	EN	It will be done by tomorrow evening.
3289	corpus-6-test-corpus-26-train	EN	I haven't used your laundry service. Will you check this again?
3290	corpus-6-dev	EN	Change this into pesetas, please.
3292	corpus-6-test-corpus-26-train	EN	I'd like tea, please.
3294	corpus-6-train	EN	Which would you prefer, a smoking seat or a non-smoking seat?
3295	corpus-6-test-corpus-26-train	EN	No, there isn't.
3298	corpus-6-train	EN	This is Mr. Tanaka. I just checked in, but I don't like this room.
3304	corpus-6-test-corpus-26-train	EN	Is this the last stop?
3307	corpus-6-train	EN	Whisky on the rocks, please.
3310	corpus-6-dev	EN	No, but we have a doctor who can understand Japanese very well. So no problem at all.
3311	corpus-6-train	EN	It's okay.
3313	corpus-6-train	EN	I don't know the Australian sizes.
3315	corpus-6-train	EN	Will you dance with me?
3316	corpus-6-train	EN	That's all for now. How much do I owe you?
3317	corpus-6-train	EN	If I were you, I'd try that.
3318	corpus-6-test-corpus-26-train	EN	Let's ring him up.
3319	corpus-6-train	EN	The chart shows the main differences between the two types of contracts.
3321	corpus-6-train	EN	Do I? Chess is a perfect game for me.
3322	corpus-6-train	EN	Yes. I'd like to buy some souvenirs. Could you recommend something typical?
3323	corpus-6-test-corpus-26-train	EN	Is this spicy hot?
3324	corpus-6-train	EN	He's sick. Please call a doctor for him.
3327	corpus-6-train	EN	What's the most popular sport here?
3328	corpus-6-train	EN	Which kind of TV programs are you interested in?
3329	corpus-6-train	EN	Are we losing or gaining a day on the way to America?
3330	corpus-6-dev	EN	Show me the timetable, please.
3334	corpus-6-test-corpus-26-train	EN	Where can I get a sightseeing bus?
3335	corpus-6-test-corpus-26-train	EN	Yes, I want to do the sights of the city.
3337	corpus-6-train	EN	I'd like some speakers.
3338	corpus-6-train	EN	Do you live by yourself?
3339	corpus-6-train	EN	You'll have to wait about an hour.
3340	corpus-6-train	EN	How do you do it?
3342	corpus-6-train	EN	My camera isn't working well.
3344	corpus-6-train	EN	Have a good stay.
3345	corpus-6-train	EN	Yes. This morning I bought a sweater at your shop. But when I got back and opened it, it wasn't what I bought. Here's my receipt.
3346	corpus-6-train	EN	How do you eat this?
3350	corpus-6-train	EN	Do you have green salad?
3351	corpus-6-test-corpus-26-test	EN	There are so many tourists around the building, who seem to have gathered to take a look at what's going on.
3352	corpus-6-train	EN	Full, no thank you.
3353	corpus-6-dev	EN	Do you know any doctors who speak Japanese?
3354	corpus-6-train	EN	When does the show start?
3355	corpus-6-train	EN	Can I pay in yen?
3356	corpus-6-train	EN	My hobbies are mountain climbing and playing the piano.
3359	corpus-6-test-corpus-26-train	EN	Thank you for your hospitality.
3360	corpus-6-dev	EN	I can't believe I have to go back to Japan. I wish I could stay longer.
3361	corpus-6-train	EN	Water is leaking from above. I can't stand sitting here.
3362	corpus-6-train	EN	I would recommend a curio.
3363	corpus-6-train	EN	This is Ms. Maezaki in room twenty-three fifteen. I would like a wake-up call tomorrow morning.
3366	corpus-6-dev	EN	It's famous for the beautiful ocean.
3367	corpus-6-train	EN	Good-bye.
3369	corpus-6-train	EN	Where can I buy a curio?
3370	corpus-6-train	EN	Yes. In blue, red, and yellow.
3375	corpus-6-test-corpus-26-train	EN	Honesty is the best policy.
3377	corpus-6-train	EN	I'll be happy to be of service to you.
3378	corpus-6-train	EN	I'd like to fill it up on pump number five, please. Here's twenty dollars.
3379	corpus-6-train	EN	Nice to meet you.
3380	corpus-6-train	EN	Where can I cash some traveler's checks?
3382	corpus-6-train	EN	Would you make reservations for us for tomorrow evening?
3384	corpus-6-train	EN	Could you take us to the seats C nineteen and C twenty?
3385	corpus-6-test-corpus-26-train	EN	Could you wake me up at six o'clock, please?
3386	corpus-6-train	EN	I can afford to get a new car only recently.
3390	corpus-6-train	EN	Part my hair on the left, please.
3391	corpus-6-train	EN	How often is the bus for Hyde Park running?
3392	corpus-6-test-corpus-26-train	EN	How much does it cost for a half day?
3395	corpus-6-train	EN	Do you have a Japanese-speaking guide?
3397	corpus-6-test-corpus-26-train	EN	I'm Kenji.
3399	corpus-6-train	EN	Yes, a green salad, please.
3400	corpus-6-train	EN	Look for a doctor who understands Japanese, please.
3401	corpus-6-train	EN	Soon and with a boyfriend. But there's a problem. I don't have a boyfriend yet.
3402	corpus-6-test-corpus-26-train	EN	Do you know any good places to see in Chicago?
3403	corpus-6-train	EN	Give me some medicine, please.
3404	corpus-6-test-corpus-26-train	EN	Well, if you both insist, I'll go along with you.
3405	corpus-6-train	EN	I'd like to change my room.
3406	corpus-6-train	EN	I heard the announcement about the cancellation of flight one o seven.
3407	corpus-6-train	EN	I'd like a pair of shoes with rubber soles, please.
3408	corpus-6-train	EN	Go straight. The Milton Hotel is on the left.
3409	corpus-6-train	EN	Where can I pick up the ticket?
3410	corpus-6-train	EN	I want to make a reservation.
3411	corpus-6-train	EN	Please drive as fast as you can.
3413	corpus-6-test-corpus-26-dev	EN	Will you exchange this for another one of the same kind, please?
3414	corpus-6-train	EN	The cooking there is poor.
3415	corpus-6-train	EN	How many bottles of alcoholic beverages do you have?
3417	corpus-6-train	EN	I want to arrive at the airport before six o'clock.
3418	corpus-6-dev	EN	Are you willing to knock the price down to seven dollars?
3419	corpus-6-train	EN	I'd like to do some shopping before we leave. Could you take care of my suitcases for a while?
3421	corpus-6-train	EN	You can change it at any one of the airport banks.
3423	corpus-6-train	EN	I'd like some paper clips.
3424	corpus-6-train	EN	What is the rate?
3425	corpus-6-train	EN	We have excellent rose wine.
3426	corpus-6-train	EN	Well.
3427	corpus-6-train	EN	May I speak to Mr. Jones?
3428	corpus-6-train	EN	What's this bill for?
3431	corpus-6-dev	EN	Did you see the game? The Yankees won.
3435	corpus-6-train	EN	I'd like to make a collect call to Japan. I'm Watanabe Goroh, Room one two three. I'd like to speak to Mr. Watanabe Makoto at eight one four five triple nine quadruple one collect.
3436	corpus-6-train	EN	Here is your bill.
3440	corpus-6-train	EN	I'll try this.
3444	corpus-6-train	EN	No, I haven't. I've just come here from Japan.
3445	corpus-6-dev	EN	No thanks, I can find it by myself.
3446	corpus-6-test-corpus-26-train	EN	I want to make a reservation for three thirty p.m.
3448	corpus-6-train	EN	Does this bus go by Fifth Avenue?
3449	corpus-6-train	EN	Our guide is to meet us at the airport.
3455	corpus-6-train	EN	Person to person call, please.
3456	corpus-6-train	EN	Fine, thanks.
3458	corpus-6-train	EN	She is bleeding.
3459	corpus-6-train	EN	I am allergic to oysters.
3462	corpus-6-dev	EN	Could you tell me today's TV program?
3464	corpus-6-train	EN	What day of the week is today?
3465	corpus-6-train	EN	Is this eye shadow?
3466	corpus-6-train	EN	That's right. It will be good practice.
3467	corpus-6-train	EN	I'm sure you'll recover in no time.
3468	corpus-6-train	EN	I'm a teacher.
3469	corpus-6-train	EN	I'd like a paint-box.
3472	corpus-6-train	EN	Thirty-six exposure, please.
3473	corpus-6-dev	EN	Which channel is the film on?
3474	corpus-6-train	EN	Mexican food.
3476	corpus-6-train	EN	Here comes the bus. You had better hurry up.
3477	corpus-6-train	EN	Well, the key to successful shopping is to get there early before the crowd.
3479	corpus-6-train	EN	Let's make a deal.
3481	corpus-6-train	EN	Oh, good. We have plenty of time then.
3483	corpus-6-dev	EN	What's your special cocktail?
3486	corpus-6-train	EN	Do you have this in dark green?
3487	corpus-6-train	EN	Twenty thousand yen, please.
3488	corpus-6-train	EN	Is this the gate for American Airlines flight twenty for Miami?
3489	corpus-6-test-corpus-26-train	EN	The safety box, please.
3490	corpus-6-train	EN	It's too little.
3491	corpus-6-train	EN	Can I change this currency back into another country's currency later?
3496	corpus-6-train	EN	Give me all your money.
3499	corpus-6-train	EN	I have my office up here. This is Anne Butler, my secretary. Anne, this is Mr. Uozu from Osaka.
3500	corpus-6-train	EN	I'd like to reserve an economy class seat to Chicago for this Wednesday.
3502	corpus-6-test-corpus-26-train	EN	Please pick a suitable wine.
3504	corpus-6-train	EN	I'd like to reserve a room for the next three nights.
3506	corpus-6-train	EN	Could you open the door for me? Or may I borrow the master key?
3507	corpus-6-train	EN	One of that red pack, please.
3508	corpus-6-train	EN	Maihama is the right station for Disneyland.
3510	corpus-6-train	EN	It's a bit too expensive.
3512	corpus-6-test-corpus-26-test	EN	I would like someplace small.
3519	corpus-6-train	EN	At what time will the bus arrive at the Hilton Hotel?
3522	corpus-6-test-corpus-26-train	EN	Do I have to pay for the gas?
3523	corpus-6-train	EN	This is a popular dish in our restaurant.
3524	corpus-6-train	EN	Please pay the hotel's cancellation fee.
3525	corpus-6-train	EN	Fine. I'll be off work at six, so how about seven?
3526	corpus-6-train	EN	Okay. Your balance on your account is six hundred thirty dollars.
3528	corpus-6-train	EN	Major department stores are located there.
3529	corpus-6-train	EN	Can I collect my luggage at the destination?
3530	corpus-6-train	EN	Please check it quickly.
3531	corpus-6-train	EN	Do you have a good gift for my husband?
3532	corpus-6-train	EN	Wake me up for meals.
3538	corpus-6-train	EN	Could you tell me how to use the alarm clock?
3541	corpus-6-train	EN	To study.
3542	corpus-6-train	EN	Certainly, here's the mustard.
3543	corpus-6-train	EN	The socket doesn't work.
3544	corpus-6-train	EN	Do you see the sign for Air U.S. seven zero seven? You need to go there.
3548	corpus-6-train	EN	I got sixteen dollars worth of super unleaded.
3549	corpus-6-train	EN	I have a stomachache. May I have some medicine?
3550	corpus-6-train	EN	I'm looking for a stapler.
3551	corpus-6-dev	EN	This was popular during the nineteen forties through the nineteen sixties.
3554	corpus-6-train	EN	I'd like to know my neck size.
3556	corpus-6-train	EN	Would you like some more coffee?
3557	corpus-6-test-corpus-26-train	EN	Thief. Catch him.
3560	corpus-6-train	EN	The switch is broken.
3562	corpus-6-test-corpus-26-test	EN	We're waiting for our friends to come.
3569	corpus-6-train	EN	May I call you? Would you give me your telephone number?
3572	corpus-6-test-corpus-26-train	EN	Please give me some small change.
3573	corpus-6-train	EN	This is a blend of forty percent cotton and sixty percent nylon.
3575	corpus-6-train	EN	I'll bet it on the even red numbers.
3576	corpus-6-train	EN	The rental clubs cost eight dollars for a full set and rental shoes are two dollars.
3578	corpus-6-train	EN	Three days from June seventh.
3579	corpus-6-train	EN	Are there any apartments which a tourist can rent?
3580	corpus-6-train	EN	Does he know I'm here?
3581	corpus-6-train	EN	Tomorrow? I'm not doing anything all through the afternoon. But why?
3586	corpus-6-train	EN	I would like to make a collect call to Mr. Hashimoto.
3587	corpus-6-train	EN	Is there a soccer game this weekend?
3588	corpus-6-train	EN	That sounds good. I'll have that, please.
3589	corpus-6-train	EN	Could you show me my bill, please? What is this charge?
3591	corpus-6-train	EN	They're on the other side of the magazine section.
3592	corpus-6-train	EN	What are today's selections?
3593	corpus-6-train	EN	Where should I apply for reissue?
3596	corpus-6-train	EN	It's a little too steep.
3597	corpus-6-train	EN	Tabio Aozora.
3599	corpus-6-train	EN	I'll show you around.
3600	corpus-6-train	EN	We'd like a table in the smoking section.
3602	corpus-6-train	EN	I'd like a dandruff shampoo.
3603	corpus-6-train	EN	Can you help me fill out this form?
3606	corpus-6-train	EN	Is there a discount for tourists?
3607	corpus-6-train	EN	I'd like a zip.
3609	corpus-6-train	EN	After the shampoo, I'd like a manicure.
3610	corpus-6-train	EN	Not so expensive. Okay. Well, we have a nice hotel called The Beverly. It's located on the East Side.
3613	corpus-6-train	EN	I'll transfer to another flight in Paris.
3614	corpus-6-train	EN	Never say never.
3615	corpus-6-train	EN	Have you known him for long?
3616	corpus-6-train	EN	At the souvenir shop by the entrance.
3617	corpus-6-train	EN	No. This is Tamura.
3619	corpus-6-test-corpus-26-test	EN	A tight permanent, please.
3620	corpus-6-train	EN	I have an appointment at seven.
3621	corpus-6-train	EN	What's biting?
3622	corpus-6-train	EN	Please press these.
3623	corpus-6-train	EN	I want to reserve a sleeper to Madrid for tonight.
3627	corpus-6-train	EN	Sure. Just go down this street two blocks, and you'll see Nations Bank on your right hand side.
3628	corpus-6-test-corpus-26-train	EN	She is petite and cute.
3629	corpus-6-train	EN	Thank you, but I'd like to think it over.
3632	corpus-6-train	EN	What time does it arrive?
3634	corpus-6-train	EN	How much is this per pound?
3637	corpus-6-train	EN	What will happen if I say yes?
3638	corpus-6-test-corpus-26-test	EN	What's today's opera?
3640	corpus-6-test-corpus-26-train	EN	Fried, please.
3641	corpus-6-train	EN	Do you wish to make any other transaction?
3644	corpus-6-test-corpus-26-train	EN	My laundry hasn't been returned yet.
3645	corpus-6-train	EN	The Lady in Red, is a champagne based strawberry cocktail and is very refreshing.
3647	corpus-6-train	EN	That's helpful. Thank you. I'm sorry, your name, please.
3648	corpus-6-train	EN	Were there any special features or markings on it?
3649	corpus-6-test-corpus-26-train	EN	By the way, are you free this coming Saturday?
3652	corpus-6-train	EN	There is another bus at twelve thirty.
3654	corpus-6-train	EN	Can I take a look at the sweater in the window?
3657	corpus-6-train	EN	Two daiquiri's, please.
3659	corpus-6-train	EN	Is there any restaurant where Japanese is spoken?
3661	corpus-6-train	EN	Can you page my friend? I lost him in the crowd.
3665	corpus-6-train	EN	I'll give you an injection.
3667	corpus-6-test-corpus-26-train	EN	Well, then, maybe we will get along well together.
3669	corpus-6-test-corpus-26-train	EN	She treated me as if I were a beggar.
3670	corpus-6-train	EN	My companion had been attacked by a sharp pain in the stomach.
3673	corpus-6-train	EN	I'd like some cream for oily skin.
3675	corpus-6-train	EN	Can you recommend a sightseeing tour?
3680	corpus-6-train	EN	About thirty minutes. Please wait in the transit lobby.
3681	corpus-6-train	EN	Can I make a collect call to Japan?
3683	corpus-6-test-corpus-26-train	EN	I see. Also, could you help me with one other problem?
3684	corpus-6-train	EN	Could I have a pizza delivered to my room?
3685	corpus-6-test-corpus-26-train	EN	Can you put prescription lenses into these sunglasses?
3686	corpus-6-train	EN	I guess we can offer a table in thirty minutes.
3689	corpus-6-train	EN	Where's the nearest barber shop?
3690	corpus-6-train	EN	How much is a set?
3691	corpus-6-train	EN	I come from Germany.
3692	corpus-6-train	EN	Please change this into dollars.
3693	corpus-6-dev	EN	Do you have persimmons?
3696	corpus-6-train	EN	There's good smell coming from that food stall.
3698	corpus-6-test-corpus-26-dev	EN	I'll take two of these.
3700	corpus-6-train	EN	Will you show me how to make a phone call?
3701	corpus-6-train	EN	I bet there are people on drugs here.
3702	corpus-6-train	EN	Do you understand what I'm saying?
3703	corpus-6-dev	EN	May I ask the departure time from here?
3704	corpus-6-train	EN	He's out.
3705	corpus-6-test-corpus-26-train	EN	What cute dogs. What breed?
3706	corpus-6-train	EN	My father is scared to be on an airplane.
3708	corpus-6-train	EN	I am here with my friend. Can we sit with you?
3709	corpus-6-train	EN	The food is wonderful and people are very hard-working, but the TV is childish.
3710	corpus-6-dev	EN	I see. Let me check my book. I have an opening this Friday. Would you prefer morning or afternoon?
3711	corpus-6-train	EN	Thank you. Please pay at the cashier over there. Thanks again.
3712	corpus-6-train	EN	Come back when?
3714	corpus-6-train	EN	Where's the executive lounge?
3715	corpus-6-train	EN	It's nine o'clock.
3716	corpus-6-dev	EN	I am sorry. I don't have enough with me now.
3718	corpus-6-dev	EN	Okay. Let's do it. Are you ready?
3719	corpus-6-dev	EN	Is this quartz?
3721	corpus-6-test-corpus-26-train	EN	I dropped my fork. Please bring another one.
3722	corpus-6-dev	EN	Ah, I need to get some toothpaste also.
3723	corpus-6-train	EN	A take out order of potato salad, please.
3725	corpus-6-train	EN	Air pollution is a serious problem in this city.
3726	corpus-6-train	EN	Do you have a lounge?
3729	corpus-6-train	EN	My stomach twinges.
3730	corpus-6-dev	EN	The phone number is one two three four five six.
3732	corpus-6-dev	EN	Would you like fish or beef?
3733	corpus-6-train	EN	Please find a seat. I must have a seat.
3734	corpus-6-train	EN	I have to get to the airport by eight o'clock in the morning.
3735	corpus-6-train	EN	I think I've met you before. I'm Kenichi Yamada of Nanyo Technology.
3736	corpus-6-dev	EN	Would you look at this sight-testing chart, please?
3737	corpus-6-train	EN	We're giving a friendly party tomorrow. Join us, won't you?
3738	corpus-6-train	EN	Could I have a screwdriver?
3739	corpus-6-train	EN	Can I take video?
3740	corpus-6-train	EN	Oh, that plane is too small to carry all the baggage.
3741	corpus-6-train	EN	No smoking in the elevator, please.
3742	corpus-6-test-corpus-26-train	EN	That was fun.
3744	corpus-6-train	EN	I'd like to go on a cruise.
3747	corpus-6-test-corpus-26-train	EN	Sure. Go straight and turn right at the third corner. You'll find it on your right.
3749	corpus-6-train	EN	Please recommend a restaurant.
3752	corpus-6-train	EN	This is room three twenty-five. The TV doesn't work.
3753	corpus-6-train	EN	I'd like two yards of this fabric, please.
3754	corpus-6-train	EN	Please pay the transportation fee to get there.
3755	corpus-6-train	EN	Which do you prefer, a dog or a cat?
3757	corpus-6-train	EN	I can take it.
3758	corpus-6-train	EN	Will you bring me some ice and two glasses, please?
3760	corpus-6-dev	EN	I had one bottle of mineral water from the fridge.
3765	corpus-6-test-corpus-26-dev	EN	Do you have some film for color slides?
3766	corpus-6-train	EN	What's your flight number?
